violation_id,violation_type,fine_amount,severity,accident_involved,average_speed,violation_date,violation_time,hour,day_name,month,year,time_period,is_weekend,driver_id,driver_age,age_group,driver_gender,license_type,previous_violations,offender_type,vehicle_id,vehicle_type,vehicle_brand,vehicle_age,fuel_type,city_name,state_name,area_name,road_type,latitude,longitude,risk_zone
V008398,No Helmet,689.96,Medium,False,61.0,2024-08-14,13:08:00,13,Wednesday,8,2024,Afternoon,False,D02409,33,26-35,Female,LMV-NT,0,First-time,VH06785,Bike,Royal Enfield,10,Petrol,Mumbai,Maharashtra,Bandra-Worli,Highway,19.07402344013268,72.87159913275792,High
V008399,Drunk Driving,4140.0,High,False,28.4,2025-03-04,13:40:00,13,Tuesday,3,2025,Afternoon,False,D04846,44,36-50,Male,MCWG,0,First-time,VH03444,Bike,TVS,12,EV,Ahmedabad,Gujarat,Ahmedabad,Residential,20.008329903610736,77.99745592342136,High
V008400,Signal Jumping,902.04,Critical,False,40.1,2025-04-16,17:10:00,17,Wednesday,4,2025,Evening,False,D01692,18,18-25,Male,MCWOG,7,Habitual,VH01064,Truck,Mahindra,12,Petrol,Ahmedabad,Gujarat,Ahmedabad,Residential,20.000286316365965,78.00416739229756,Critical
V008401,Overspeeding,1444.95,High,False,40.5,2024-08-08,19:59:00,19,Thursday,8,2024,Evening,False,D04136,70,51+,Female,No License,3,Repeat,VH04400,Car,Hyundai,14,Diesel,Bhopal,Madhya Pradesh,Bhopal,Residential,19.994160532565203,77.99161540970648,High
V008402,Document Expired,408.65,Low,True,13.3,2025-03-08,00:14:00,0,Saturday,3,2025,Night,True,D04205,44,36-50,Male,LMV,0,First-time,VH01568,Bike,Bajaj,8,Petrol,Jaipur,Rajasthan,Jaipur,Intersection,19.99060459933968,78.0028434723757,High
V008403,Signal Jumping,831.29,Low,False,67.4,2024-08-27,01:16:00,1,Tuesday,8,2024,Night,False,D02885,33,26-35,Female,HMV,0,First-time,VH07026,Truck,BharatBenz,14,Diesel,Jaipur,Rajasthan,Jaipur,Highway,20.0072833951239,78.00543613471282,High
V008404,Triple Riding,397.23,High,False,33.4,2025-10-13,20:26:00,20,Monday,10,2025,Evening,False,D02545,20,18-25,Male,HMV,2,Repeat,VH06371,SUV,Honda,4,CNG,Lucknow,Uttar Pradesh,Lucknow,Intersection,19.998426328299878,78.00533789218969,High
V008405,Overspeeding,1240.98,Medium,False,54.2,2025-04-02,12:11:00,12,Wednesday,4,2025,Afternoon,False,D03666,67,51+,Male,MCWOG,1,Repeat,VH03210,Truck,BharatBenz,3,Diesel,Mumbai,Maharashtra,Goregaon,Arterial,19.113256799928976,72.88610432520512,Medium
V008406,Signal Jumping,516.33,Low,False,41.2,2025-12-13,06:25:00,6,Saturday,12,2025,Morning,True,D01020,48,36-50,Male,HMV,2,Repeat,VH02085,Bike,Hero,2,Diesel,Delhi,Delhi,Rohini,Residential,28.66550107445994,77.45875478843345,High
V008407,No Seatbelt,795.3,Critical,False,36.8,2024-01-02,04:26:00,4,Tuesday,1,2024,Night,False,D01649,63,51+,Female,MCWOG,5,Habitual,VH00046,Bike,KTM,0,EV,Mumbai,Maharashtra,Nariman Point,Commercial,18.983036968306042,72.83414039217443,Critical
V008408,No Seatbelt,920.77,Medium,False,57.6,2024-12-27,23:53:00,23,Friday,12,2024,Night,False,D01848,57,51+,Male,LMV-NT,0,First-time,VH07448,Bike,Honda,5,Diesel,Chennai,Tamil Nadu,Chennai,Highway,20.008381643060773,78.00886777241053,Medium
V008409,No Seatbelt,470.86,High,False,102.6,2024-07-18,23:06:00,23,Thursday,7,2024,Night,False,D02389,63,51+,Male,HMV,0,First-time,VH00569,Bus,Ashok Leyland,10,Diesel,Pune,Maharashtra,Katraj,Highway,18.492963054287983,73.87939174252463,High
V008410,Using Mobile,1641.63,High,False,83.1,2024-03-16,23:53:00,23,Saturday,3,2024,Night,True,D02432,48,36-50,Female,MCWG,8,Habitual,VH04375,Car,Maruti Suzuki,14,Petrol,Bhopal,Madhya Pradesh,Bhopal,Highway,20.00453871139403,78.00790921708952,High
V008411,Overspeeding,1756.11,Medium,False,41.4,2024-03-26,04:40:00,4,Tuesday,3,2024,Night,False,D02452,18,18-25,Male,LMV-NT,0,First-time,VH04397,Car,Toyota,0,Diesel,Kolkata,West Bengal,Kolkata,Rural,20.008039817804633,78.00242470979447,Low
V008412,Overspeeding,1597.92,Critical,False,24.2,2025-06-30,07:37:00,7,Monday,6,2025,Morning,False,D04064,18,18-25,Male,MCWOG,0,First-time,VH03079,Auto,Bajaj,0,CNG,Ahmedabad,Gujarat,Ahmedabad,Intersection,20.00148187183233,77.99564132250227,Critical
V008413,Wrong Side Driving,964.87,High,False,45.8,2025-04-01,21:52:00,21,Tuesday,4,2025,Night,False,D04970,27,26-35,Male,No License,0,First-time,VH03816,Truck,Eicher,14,EV,Bengaluru,Karnataka,Manyata Tech Park,Arterial,13.0182279233499,77.62905600986433,High
V008414,No Seatbelt,927.2,High,False,30.0,2024-11-29,00:00:00,0,Friday,11,2024,Night,False,D01299,48,36-50,Female,MCWG,2,Repeat,VH07697,Truck,Mahindra,8,Petrol,Lucknow,Uttar Pradesh,Lucknow,Rural,20.00695713222366,78.00090349445294,High
V008415,Signal Jumping,752.28,Low,True,30.0,2025-09-22,22:45:00,22,Monday,9,2025,Night,False,D00030,56,51+,Male,MCWG,2,Repeat,VH01211,Bus,Eicher,8,CNG,Delhi,Delhi,Pitampura,Residential,28.70814501228834,77.09267468159817,Low
V008416,No Seatbelt,534.39,Low,False,22.3,2025-11-02,16:29:00,16,Sunday,11,2025,Afternoon,True,D02424,50,36-50,Male,LMV,1,Repeat,VH05984,SUV,Tata,1,Petrol,Hyderabad,Telangana,Hitech City,Arterial,17.376568762419403,78.4901549637069,Low
V008417,Document Expired,235.84,High,False,44.7,2024-01-23,13:14:00,13,Tuesday,1,2024,Afternoon,False,D02815,49,36-50,Male,MCWOG,0,First-time,VH06061,Car,Hyundai,6,EV,Hyderabad,Telangana,LB Nagar,Arterial,17.314157365631967,78.48539404559607,High
V008418,Wrong Side Driving,337.9,High,False,38.4,2025-08-18,06:38:00,6,Monday,8,2025,Morning,False,D03903,26,26-35,Female,MCWOG,2,Repeat,VH07450,Car,Hyundai,8,Petrol,Bengaluru,Karnataka,Manyata Tech Park,Arterial,13.025441125485683,77.62278062936073,High
V008419,Drunk Driving,4441.1,Low,False,38.5,2024-12-16,23:14:00,23,Monday,12,2024,Night,False,D04674,39,36-50,Male,MCWG,1,Repeat,VH00438,Bike,Royal Enfield,3,EV,Hyderabad,Telangana,Secunderabad,Arterial,17.460308017259596,78.52656076206654,Low
V008420,No Helmet,791.38,Low,False,70.1,2024-11-06,22:12:00,22,Wednesday,11,2024,Night,False,D02392,60,51+,Male,No License,0,First-time,VH06235,Car,Maruti Suzuki,5,Petrol,Lucknow,Uttar Pradesh,Lucknow,Rural,19.992004198754508,77.99299494693766,Low
V008421,No Helmet,756.85,Critical,False,12.7,2024-05-20,04:26:00,4,Monday,5,2024,Night,False,D03313,34,26-35,Female,LMV,3,Repeat,VH06689,Bike,Hero,5,Diesel,Chennai,Tamil Nadu,Chennai,Market,19.992074034516968,77.99848759772668,Critical
V008422,No Helmet,641.21,Low,False,8.4,2025-04-26,19:22:00,19,Saturday,4,2025,Evening,True,D00982,63,51+,Female,LMV-NT,0,First-time,VH01908,Bike,Bajaj,8,EV,Lucknow,Uttar Pradesh,Lucknow,Intersection,19.998840863664327,78.00416569785288,Low
V008423,Signal Jumping,670.33,High,False,9.7,2024-11-26,18:53:00,18,Tuesday,11,2024,Evening,False,D03182,62,51+,Male,MCWG,1,Repeat,VH03550,SUV,Mahindra,1,Diesel,Bhopal,Madhya Pradesh,Bhopal,Market,20.004307075242448,78.00894143468217,High
V008424,Overspeeding,1932.22,Low,False,38.8,2025-12-08,05:03:00,5,Monday,12,2025,Night,False,D02384,36,36-50,Female,HMV,1,Repeat,VH03588,Bike,Honda,7,EV,Hyderabad,Telangana,Hitech City,Arterial,17.385608627708457,78.49242978426996,Low
V008425,Overspeeding,1675.35,Low,False,46.8,2024-12-04,10:47:00,10,Wednesday,12,2024,Morning,False,D01393,42,36-50,Female,MCWG,0,First-time,VH04095,Bus,Eicher,13,Diesel,Pune,Maharashtra,Hadapsar,Arterial,18.486250619644764,73.82040010283157,Medium
V008426,Overspeeding,1669.67,Medium,False,37.3,2024-09-07,08:49:00,8,Saturday,9,2024,Morning,True,D01672,26,26-35,Female,MCWG,0,First-time,VH07859,Bike,Bajaj,3,CNG,Bhopal,Madhya Pradesh,Bhopal,Arterial,19.99628428209626,78.00880719978149,Low
V008427,No Helmet,948.31,Medium,False,5.9,2024-03-25,04:43:00,4,Monday,3,2024,Night,False,D03440,27,26-35,Male,LMV-NT,2,Repeat,VH04319,Auto,Bajaj,13,Petrol,Nagpur,Maharashtra,Sitabuldi,Intersection,21.153173671498536,79.09970267243408,Low
V008428,Overspeeding,1091.14,High,False,22.8,2025-05-26,18:14:00,18,Monday,5,2025,Evening,False,D00090,47,36-50,Female,HMV,1,Repeat,VH05860,Car,Mahindra,3,Diesel,Jaipur,Rajasthan,Jaipur,Arterial,20.004277851690897,77.99752435576364,High
V008429,Wrong Side Driving,624.77,Low,False,39.8,2024-05-05,16:26:00,16,Sunday,5,2024,Afternoon,True,D02414,32,26-35,Male,MCWG,0,First-time,VH07447,Bike,TVS,4,CNG,Bhopal,Madhya Pradesh,Bhopal,Arterial,19.991526435450027,78.0093626549893,Low
V008430,Drunk Driving,2527.6,Low,False,30.1,2025-01-08,23:21:00,23,Wednesday,1,2025,Night,False,D04508,19,18-25,Male,LMV,0,First-time,VH02495,Bike,Hero,8,EV,Lucknow,Uttar Pradesh,Lucknow,Intersection,19.995526553409952,77.99350793489909,Low
V008431,Using Mobile,1893.6,Critical,False,17.7,2025-01-01,18:12:00,18,Wednesday,1,2025,Evening,False,D02909,24,18-25,Male,MCWG,0,First-time,VH06382,Bike,Hero,5,Petrol,Bhopal,Madhya Pradesh,Bhopal,Market,20.006006513895066,78.00560356282332,Critical
V008432,No Helmet,329.8,Medium,False,39.4,2024-10-31,07:28:00,7,Thursday,10,2024,Morning,False,D02614,21,18-25,Female,MCWG,0,First-time,VH05285,Truck,Mahindra,2,Diesel,Hyderabad,Telangana,LB Nagar,Arterial,17.329301075098563,78.4895425866765,Low
V008433,Using Mobile,961.82,Low,False,41.0,2025-02-02,05:48:00,5,Sunday,2,2025,Night,True,D04106,57,51+,Male,LMV,8,Habitual,VH04622,Bike,Royal Enfield,11,Petrol,Lucknow,Uttar Pradesh,Lucknow,Rural,19.995537872122913,77.99595452012443,Medium
V008434,Wrong Side Driving,773.27,Low,False,29.9,2024-10-26,05:44:00,5,Saturday,10,2024,Night,True,D03296,54,51+,Male,LMV,0,First-time,VH06028,Truck,Ashok Leyland,7,EV,Hyderabad,Telangana,Mehdipatnam,Intersection,17.34369000137725,78.42730993800289,Low
V008435,Signal Jumping,720.46,Low,False,55.2,2025-01-18,03:38:00,3,Saturday,1,2025,Night,True,D04787,57,51+,Male,No License,0,First-time,VH03877,Car,Maruti Suzuki,5,Petrol,Bhopal,Madhya Pradesh,Bhopal,Rural,19.991547402521327,78.00519701195935,High
V008436,Using Mobile,1641.96,High,False,22.2,2025-05-14,05:22:00,5,Wednesday,5,2025,Night,False,D01828,39,36-50,Male,MCWOG,0,First-time,VH00594,SUV,Mahindra,3,Diesel,Kolkata,West Bengal,Kolkata,Market,20.002025269540706,78.00675185809281,High
V008437,Using Mobile,1077.88,High,False,9.1,2024-08-27,01:52:00,1,Tuesday,8,2024,Night,False,D01410,38,36-50,Female,No License,0,First-time,VH04856,Bike,Royal Enfield,5,EV,Ahmedabad,Gujarat,Ahmedabad,Intersection,20.006026624848836,77.99481704278125,High
V008438,Overspeeding,1118.27,Medium,False,41.7,2025-10-26,06:19:00,6,Sunday,10,2025,Morning,True,D01258,53,51+,Female,MCWOG,2,Repeat,VH01556,Truck,Tata,0,CNG,Hyderabad,Telangana,Kukatpally,Residential,17.37870355805704,78.38165383358141,Low
V008439,Overspeeding,1430.55,Medium,False,32.8,2024-04-20,00:46:00,0,Saturday,4,2024,Night,True,D03532,47,36-50,Female,HMV,4,Habitual,VH03496,Bike,TVS,13,Petrol,Mumbai,Maharashtra,Nariman Point,Commercial,18.995692971511776,72.83029042178632,Low
V008440,Overspeeding,1021.63,Medium,False,28.7,2025-01-31,00:12:00,0,Friday,1,2025,Night,False,D03524,31,26-35,Male,No License,0,First-time,VH01760,Bike,TVS,6,CNG,Jaipur,Rajasthan,Jaipur,Arterial,19.999068335298695,77.99041587278751,Low
V008441,Using Mobile,1795.27,Medium,False,63.3,2024-01-23,03:10:00,3,Tuesday,1,2024,Night,False,D00273,42,36-50,Male,LMV-NT,0,First-time,VH00739,Car,Mahindra,9,Petrol,Kolkata,West Bengal,Kolkata,Rural,19.99195265283931,78.00901637840686,High
V008442,Overspeeding,1561.35,Low,False,24.1,2025-12-29,02:40:00,2,Monday,12,2025,Night,False,D04884,26,26-35,Male,HMV,0,First-time,VH02492,Bus,Eicher,1,Diesel,Mumbai,Maharashtra,Lower Parel,Arterial,19.026771969171694,72.8506471265511,High
V008443,Signal Jumping,717.69,Medium,False,100.1,2025-03-05,23:49:00,23,Wednesday,3,2025,Night,False,D02846,24,18-25,Male,LMV-NT,1,Repeat,VH04621,Bike,Honda,9,EV,Bengaluru,Karnataka,Electronic City,Highway,12.896069422105402,77.58420317685932,Low
V008444,Drunk Driving,3215.14,High,False,73.3,2025-01-17,22:34:00,22,Friday,1,2025,Night,False,D04180,32,26-35,Female,MCWOG,5,Habitual,VH03915,Bike,Royal Enfield,9,Petrol,Lucknow,Uttar Pradesh,Lucknow,Rural,19.991934259475208,78.00425516498031,High
V008445,Using Mobile,880.34,Medium,False,67.5,2024-01-18,11:59:00,11,Thursday,1,2024,Morning,False,D03676,65,51+,Male,MCWG,0,First-time,VH07044,SUV,Mahindra,8,Diesel,Ahmedabad,Gujarat,Ahmedabad,Rural,20.005658139588466,78.00895154997524,Low
V008446,No Helmet,876.82,High,False,7.3,2024-01-19,12:51:00,12,Friday,1,2024,Afternoon,False,D03788,43,36-50,Male,LMV,0,First-time,VH00786,Bike,Honda,11,Petrol,Bengaluru,Karnataka,Silk Board,Intersection,12.968094726975094,77.59457267602001,High
V008447,Signal Jumping,976.33,Low,False,28.5,2025-05-10,01:30:00,1,Saturday,5,2025,Night,True,D04633,47,36-50,Male,LMV,2,Repeat,VH04931,Car,Maruti Suzuki,1,Petrol,Ahmedabad,Gujarat,Ahmedabad,Intersection,20.003006748399624,78.00310153437961,Medium
V008448,Signal Jumping,707.92,Critical,False,79.3,2024-05-28,02:01:00,2,Tuesday,5,2024,Night,False,D01420,39,36-50,Female,HMV,0,First-time,VH07118,Car,Toyota,13,Petrol,Chennai,Tamil Nadu,Chennai,Rural,20.002084290902182,78.00125951171246,Critical
V008449,Overspeeding,1941.7,Medium,False,68.0,2025-12-20,09:18:00,9,Saturday,12,2025,Morning,True,D01729,33,26-35,Male,LMV,1,Repeat,VH02250,Car,Mahindra,11,CNG,Bengaluru,Karnataka,Hebbal Flyover,Highway,13.028384925017948,77.59500043741204,Low
V008450,Signal Jumping,697.17,High,False,99.0,2025-02-12,17:55:00,17,Wednesday,2,2025,Evening,False,D01354,32,26-35,Male,LMV-NT,0,First-time,VH03340,Car,Toyota,12,CNG,Delhi,Delhi,Greater Noida,Highway,28.489629736528492,77.51597146119816,High
V008451,Wrong Side Driving,786.53,High,False,86.9,2024-08-05,20:59:00,20,Monday,8,2024,Evening,False,D00096,68,51+,Male,No License,5,Habitual,VH06437,Car,Maruti Suzuki,6,Diesel,Kolkata,West Bengal,Kolkata,Highway,19.990270981225304,78.00730698930923,High
V008452,Overspeeding,1357.94,Low,False,40.5,2025-12-15,20:45:00,20,Monday,12,2025,Evening,False,D04996,20,18-25,Male,LMV,4,Habitual,VH00444,Truck,Mahindra,8,Diesel,Bengaluru,Karnataka,Whitefield,Arterial,12.960095099104954,77.64770312782673,Low
V008453,Signal Jumping,641.61,Medium,False,107.1,2024-12-22,18:45:00,18,Sunday,12,2024,Evening,True,D01991,22,18-25,Female,LMV-NT,1,Repeat,VH04210,Car,Toyota,5,EV,Pune,Maharashtra,Katraj,Highway,18.504447385207754,73.8736816377829,Low
V008454,No Helmet,476.52,Critical,False,59.7,2024-02-15,15:15:00,15,Thursday,2,2024,Afternoon,False,D03809,30,26-35,Male,No License,0,First-time,VH05050,Truck,Ashok Leyland,11,EV,Bengaluru,Karnataka,Indiranagar,Arterial,12.970852244362279,77.5693531596025,Critical
V008455,Using Mobile,1054.37,Medium,False,29.3,2024-05-26,04:41:00,4,Sunday,5,2024,Night,True,D01636,66,51+,Male,MCWG,3,Repeat,VH07175,Bike,Hero,3,Petrol,Kolkata,West Bengal,Kolkata,Residential,19.991992601199893,78.00627986025457,High
V008456,Triple Riding,729.95,High,False,37.6,2024-09-10,21:51:00,21,Tuesday,9,2024,Night,False,D03511,53,51+,Male,MCWG,4,Habitual,VH07284,Bike,Hero,0,Diesel,Lucknow,Uttar Pradesh,Lucknow,Arterial,20.002106618982932,78.00337634638036,High
V008457,Triple Riding,818.72,High,False,89.3,2025-10-16,02:08:00,2,Thursday,10,2025,Night,False,D01191,47,36-50,Male,LMV,2,Repeat,VH06914,Auto,Piaggio,5,CNG,Lucknow,Uttar Pradesh,Lucknow,Highway,20.005044344335857,77.99172577477583,High
V008458,No Helmet,502.21,High,False,15.7,2024-09-09,07:19:00,7,Monday,9,2024,Morning,False,D04963,31,26-35,Female,LMV-NT,1,Repeat,VH05516,Auto,Bajaj,6,EV,Hyderabad,Telangana,Kukatpally,Residential,17.387483558795797,78.37021202919159,High
V008459,Triple Riding,314.98,Medium,False,18.1,2024-11-10,07:25:00,7,Sunday,11,2024,Morning,True,D04493,31,26-35,Male,MCWG,0,First-time,VH06571,Bike,Hero,15,CNG,Chennai,Tamil Nadu,Chennai,Intersection,19.99935744405677,78.00709872034177,High
V008460,Illegal Parking,111.48,Medium,False,43.2,2025-11-21,02:05:00,2,Friday,11,2025,Night,False,D03186,31,26-35,Male,HMV,1,Repeat,VH05075,Bike,Hero,2,Petrol,Lucknow,Uttar Pradesh,Lucknow,Arterial,19.99030977343289,77.99707554196598,Medium
V008461,Signal Jumping,792.33,Low,False,29.2,2025-05-30,08:03:00,8,Friday,5,2025,Morning,False,D01764,57,51+,Male,LMV,2,Repeat,VH02208,Bike,Honda,8,Petrol,Hyderabad,Telangana,Secunderabad,Arterial,17.46143373050507,78.51831352291408,High
V008462,Document Expired,456.04,Medium,False,38.9,2024-05-11,15:32:00,15,Saturday,5,2024,Afternoon,True,D01054,38,36-50,Male,MCWG,0,First-time,VH07602,Bike,Royal Enfield,3,CNG,Mumbai,Maharashtra,Andheri-Kurla,Arterial,19.083089954689896,72.82725816793469,Low
V008463,Signal Jumping,638.76,Low,False,19.0,2024-07-02,03:16:00,3,Tuesday,7,2024,Night,False,D02063,35,26-35,Male,HMV,0,First-time,VH07513,Bike,Hero,6,CNG,Kolkata,West Bengal,Kolkata,Market,20.007395144423555,78.00156349304456,High
V008464,Signal Jumping,895.83,Medium,False,6.8,2024-05-08,12:38:00,12,Wednesday,5,2024,Afternoon,False,D02538,69,51+,Male,LMV-NT,2,Repeat,VH03070,Bike,Royal Enfield,4,Diesel,Delhi,Delhi,Laxmi Nagar,Market,28.644300908437998,77.28436161506309,Low
V008465,Signal Jumping,798.71,Medium,False,70.8,2024-06-11,23:23:00,23,Tuesday,6,2024,Night,False,D00332,43,36-50,Female,HMV,5,Habitual,VH04629,Bike,Honda,2,CNG,Bengaluru,Karnataka,Hebbal Flyover,Highway,13.028657329860277,77.59231750223579,Medium
V008466,Overspeeding,1280.87,Low,False,32.7,2025-07-05,09:58:00,9,Saturday,7,2025,Morning,True,D03761,45,36-50,Male,MCWG,1,Repeat,VH03730,Bike,Bajaj,5,EV,Ahmedabad,Gujarat,Ahmedabad,Intersection,19.99262036945818,78.00337031261789,Medium
V008467,Document Expired,395.23,High,False,17.5,2024-03-03,08:09:00,8,Sunday,3,2024,Morning,True,D03246,69,51+,Male,LMV,0,First-time,VH02421,Truck,Ashok Leyland,15,Diesel,Bengaluru,Karnataka,Silk Board,Intersection,12.970066457189967,77.59669104373738,High
V008468,Wrong Side Driving,761.28,Low,False,49.3,2025-03-20,20:15:00,20,Thursday,3,2025,Evening,False,D04996,58,51+,Male,HMV,2,Repeat,VH06854,Bike,Hero,7,Petrol,Ahmedabad,Gujarat,Ahmedabad,Arterial,20.002533186959244,78.00545754837657,Low
V008469,Signal Jumping,891.7,Medium,False,22.1,2024-04-25,00:19:00,0,Thursday,4,2024,Night,False,D04887,31,26-35,Male,MCWG,0,First-time,VH04866,Car,Maruti Suzuki,12,Diesel,Kolkata,West Bengal,Kolkata,Intersection,20.00207059659285,78.00967520660492,Low
V008470,Overspeeding,1785.21,Medium,False,40.7,2025-09-25,12:16:00,12,Thursday,9,2025,Afternoon,False,D00213,50,36-50,Male,MCWG,1,Repeat,VH07557,Bike,Royal Enfield,13,EV,Hyderabad,Telangana,Uppal,Arterial,17.467734770837346,78.55569541486804,Medium
V008471,Triple Riding,605.02,High,False,44.1,2024-02-02,16:25:00,16,Friday,2,2024,Afternoon,False,D03260,68,51+,Male,MCWG,0,First-time,VH03100,Auto,TVS,1,Petrol,Mumbai,Maharashtra,Chembur,Arterial,19.052525617520732,72.92424569208085,High
V008472,No Helmet,366.95,Critical,False,51.6,2024-06-09,18:33:00,18,Sunday,6,2024,Evening,True,D04896,47,36-50,Male,LMV,5,Habitual,VH02885,Bike,KTM,6,Petrol,Jaipur,Rajasthan,Jaipur,Highway,19.99542914681156,77.99235247090996,Critical
V008473,No Helmet,706.04,Low,False,42.0,2024-12-01,06:20:00,6,Sunday,12,2024,Morning,True,D00738,33,26-35,Male,HMV,0,First-time,VH04391,Auto,TVS,1,CNG,Mumbai,Maharashtra,Marine Drive,Coastal,18.947610435191518,72.8133550405542,Medium
V008474,Overspeeding,1531.16,High,False,6.8,2024-08-23,18:58:00,18,Friday,8,2024,Evening,False,D04397,32,26-35,Male,No License,0,First-time,VH04597,SUV,Hyundai,5,EV,Chennai,Tamil Nadu,Chennai,Market,20.00109975709978,77.99286788760286,High
V008475,Overspeeding,1181.94,Low,False,31.6,2025-06-25,22:17:00,22,Wednesday,6,2025,Night,False,D02221,49,36-50,Male,HMV,3,Repeat,VH00410,Truck,Eicher,14,Petrol,Nagpur,Maharashtra,Sonegaon,Residential,21.132723686504967,79.0491180000279,Low
V008476,Signal Jumping,768.92,High,False,23.1,2025-12-22,11:51:00,11,Monday,12,2025,Morning,False,D00635,38,36-50,Female,MCWOG,0,First-time,VH06764,Car,Maruti Suzuki,8,CNG,Kolkata,West Bengal,Kolkata,Market,19.997273394012367,77.992709825202,High
V008477,Triple Riding,249.8,Critical,False,18.0,2024-12-24,23:29:00,23,Tuesday,12,2024,Night,False,D04832,28,26-35,Male,MCWG,3,Repeat,VH02765,Bike,KTM,8,CNG,Pune,Maharashtra,Wakad,Residential,18.58676747808187,73.8124189782175,Critical
V008478,No Helmet,241.71,High,False,89.1,2025-02-19,09:26:00,9,Wednesday,2,2025,Morning,False,D00465,43,36-50,Male,LMV,0,First-time,VH07103,Auto,TVS,8,EV,Bengaluru,Karnataka,Hebbal Flyover,Highway,13.03730907405923,77.59965712774788,High
V008479,Signal Jumping,851.06,Medium,False,16.4,2024-04-13,03:44:00,3,Saturday,4,2024,Night,True,D03003,30,26-35,Female,HMV,1,Repeat,VH03728,Car,Tata,0,Diesel,Chennai,Tamil Nadu,Chennai,Market,20.007134223609903,78.00136740060101,Medium
V008480,Signal Jumping,601.73,Low,False,13.9,2024-02-05,00:07:00,0,Monday,2,2024,Night,False,D00297,20,18-25,Male,LMV,1,Repeat,VH01348,Car,Toyota,5,CNG,Jaipur,Rajasthan,Jaipur,Intersection,19.997437612882766,77.9935369237081,Medium
V008481,Triple Riding,627.24,Medium,False,14.2,2025-11-28,03:40:00,3,Friday,11,2025,Night,False,D02737,23,18-25,Male,LMV-NT,4,Habitual,VH02963,Car,Tata,13,Diesel,Ahmedabad,Gujarat,Ahmedabad,Market,20.00052248915974,77.99872532646891,High
V008482,Illegal Parking,355.08,Low,False,34.9,2025-04-01,14:52:00,14,Tuesday,4,2025,Afternoon,False,D00704,51,51+,Male,HMV,1,Repeat,VH02280,Bike,KTM,6,Diesel,Lucknow,Uttar Pradesh,Lucknow,Intersection,19.992099581234296,77.99878848616288,Low
V008483,Overspeeding,1659.25,Low,False,17.4,2025-11-08,13:10:00,13,Saturday,11,2025,Afternoon,True,D02824,46,36-50,Female,MCWOG,2,Repeat,VH01879,Bike,KTM,4,Diesel,Nagpur,Maharashtra,Manewada,Residential,21.134096706868547,79.11049718143954,High
V008484,No Helmet,233.59,Critical,False,18.8,2025-02-28,16:45:00,16,Friday,2,2025,Afternoon,False,D00260,70,51+,Male,No License,2,Repeat,VH07540,Car,Maruti Suzuki,12,CNG,Jaipur,Rajasthan,Jaipur,Residential,19.993300757713314,78.00171503545485,Critical
V008485,Signal Jumping,807.32,Low,False,38.4,2025-04-20,00:21:00,0,Sunday,4,2025,Night,True,D04855,57,51+,Female,No License,6,Habitual,VH07450,Bike,Honda,1,Diesel,Chennai,Tamil Nadu,Chennai,Residential,19.997058966215302,77.99389034982414,Low
V008486,No Helmet,598.57,Medium,False,36.9,2025-02-12,05:51:00,5,Wednesday,2,2025,Night,False,D00882,60,51+,Male,LMV-NT,0,First-time,VH00142,SUV,Toyota,6,Diesel,Ahmedabad,Gujarat,Ahmedabad,Rural,19.99775655397771,78.00303591157446,Low
V008487,Wrong Side Driving,966.32,High,False,20.6,2025-07-02,19:31:00,19,Wednesday,7,2025,Evening,False,D03477,62,51+,Male,No License,1,Repeat,VH04968,SUV,Mahindra,6,EV,Lucknow,Uttar Pradesh,Lucknow,Market,20.00000606940747,77.99397770794533,High
V008488,Signal Jumping,724.88,High,False,21.9,2025-10-02,06:21:00,6,Thursday,10,2025,Morning,False,D02384,19,18-25,Male,MCWG,2,Repeat,VH04842,Bike,Royal Enfield,7,Petrol,Nagpur,Maharashtra,Koradi Road,Arterial,21.16245787212788,79.07200308402285,High
V008489,Signal Jumping,648.67,High,False,35.1,2025-11-01,16:24:00,16,Saturday,11,2025,Afternoon,True,D04776,63,51+,Male,LMV,0,First-time,VH03532,Bike,Bajaj,14,Diesel,Mumbai,Maharashtra,Goregaon,Arterial,19.11593453231733,72.88530482573992,High
V008490,Overspeeding,1214.35,Medium,False,57.6,2025-03-11,05:11:00,5,Tuesday,3,2025,Night,False,D04400,70,51+,Male,LMV-NT,5,Habitual,VH07024,Truck,Eicher,9,CNG,Pune,Maharashtra,Kharadi,Arterial,18.538470725642952,73.89283935788146,Low
V008491,No Helmet,506.48,High,False,45.6,2025-02-12,10:47:00,10,Wednesday,2,2025,Morning,False,D02393,36,36-50,Male,MCWG,4,Habitual,VH06031,Truck,BharatBenz,10,EV,Kolkata,West Bengal,Kolkata,Rural,20.000072576886947,78.00970572105207,High
V008492,Wrong Side Driving,596.64,High,True,12.5,2025-04-14,23:27:00,23,Monday,4,2025,Night,False,D03129,33,26-35,Female,HMV,1,Repeat,VH03636,Bike,Honda,6,CNG,Lucknow,Uttar Pradesh,Lucknow,Market,19.99498136490895,77.9960214318826,High
V008493,Illegal Parking,377.35,Medium,False,55.0,2025-06-25,10:12:00,10,Wednesday,6,2025,Morning,False,D02978,33,26-35,Male,MCWOG,0,First-time,VH04650,Car,Mahindra,7,Diesel,Ahmedabad,Gujarat,Ahmedabad,Highway,20.00679558638131,77.99718976260736,Low
