violation_id,city_sk,location_sk,driver_sk,vehicle_sk,time_key,violation_date,violation_time,violation_type,fine_amount,severity,accident_involved,road_type,average_speed,weather_condition,lane_affected,department_status,age_group,time_period,offender_type
V20250518009682,1,1327,4221,378,504,2025-05-18,13:58:39,No Helmet,900,Medium,No,City Road,43,Clear,Lane 3,Under Review,18-25,Mid Day,Repeat
V20250220009683,90,1292,4297,3686,417,2025-02-20,16:06:21,Dangerous Driving,2000,High,No,State Highway,54,Clear,Lane 3,Dispatched,46-55,Mid Day,First Time
V20251113009684,78,1394,1603,3434,683,2025-11-13,12:00:47,Overspeeding,1300,Medium,No,City Road,62,Clear,Lane 3,Active,26-35,Mid Day,First Time
V20250825009685,56,1108,3101,5613,603,2025-08-25,22:51:30,Dangerous Driving,3600,High,No,Expressway,72,Clear,Lane 1,Active,18-25,Evening,Repeat
V20250725009686,110,326,4298,3499,572,2025-07-25,18:32:05,Wrong Parking,300,Low,No,National Highway,74,Cloudy,Lane 2,Dispatched,46-55,Evening Peak,Repeat
V20240723009687,39,1181,3223,4497,205,2024-07-23,13:29:37,Dangerous Driving,1500,Critical,No,City Road,34,Stormy,Shoulder,Active,26-35,Mid Day,Repeat
V20251126009688,105,490,2251,5527,696,2025-11-26,19:23:14,No Seatbelt,1000,Medium,No,Expressway,112,Clear,Multiple Lanes,Notified,18-25,Evening Peak,Repeat
V20250328009689,3,465,1432,1918,453,2025-03-28,20:25:56,Wrong Parking,400,Low,No,State Highway,74,Cloudy,Lane 2,Active,36-45,Evening,First Time
V20250326009690,38,1599,1335,3665,451,2025-03-26,05:24:10,Drunk Driving,6300,Critical,No,State Highway,71,Rainy,Lane 2,Notified,18-25,Early Morning,First Time
V20241119009691,87,622,2352,5614,324,2024-11-19,19:37:16,Mobile Usage,4700,Medium,No,State Highway,59,Clear,Multiple Lanes,Under Review,26-35,Evening Peak,Repeat
V20250605009692,32,2849,2498,2645,522,2025-06-05,12:04:09,No Helmet,600,Medium,No,Local Street,29,Foggy,Multiple Lanes,Active,18-25,Mid Day,First Time
V20241007009693,12,2310,3194,4166,281,2024-10-07,19:44:28,Wrong Parking,200,Low,No,Local Street,34,Clear,Shoulder,Dispatched,18-25,Evening Peak,First Time
V20250702009694,11,1677,698,5615,549,2025-07-02,17:20:52,Wrong Parking,500,Low,No,National Highway,62,Rainy,Shoulder,Active,46-55,Evening Peak,Repeat
V20240721009695,5,1311,4299,22,203,2024-07-21,06:31:37,Overspeeding,1100,High,No,National Highway,145,Cloudy,Lane 3,Active,65+,Early Morning,First Time
V20251231009696,16,2722,1070,588,731,2025-12-31,19:48:37,Signal Jumping,600,Medium,No,Local Street,37,Cloudy,Lane 1,Active,46-55,Evening Peak,Repeat
V20251128009697,105,166,1391,5616,698,2025-11-28,18:59:31,Overspeeding,1900,High,No,Local Street,56,Cloudy,Lane 2,Under Review,18-25,Evening Peak,First Time
V20240123009698,84,2039,1939,5617,23,2024-01-23,16:12:29,No Helmet,900,Medium,No,Local Street,29,Clear,Lane 1,Under Review,18-25,Mid Day,Repeat
V20240220009699,84,2787,4300,3778,51,2024-02-20,15:33:45,Overspeeding,1800,High,No,Expressway,103,Stormy,Lane 3,Dispatched,18-25,Mid Day,First Time
V20250112009700,89,2389,1600,5585,378,2025-01-12,09:16:15,No Seatbelt,600,Medium,No,City Road,30,Clear,Lane 1,Notified,36-45,Morning Peak,First Time
V20240427009701,53,894,1185,1691,118,2024-04-27,21:37:07,Mobile Usage,2700,High,No,City Road,53,Stormy,Lane 1,Active,26-35,Evening,First Time
V20250822009702,3,146,3318,5200,600,2025-08-22,12:54:30,Drunk Driving,9800,Critical,No,Local Street,31,Cloudy,Lane 1,Active,18-25,Mid Day,Repeat
V20240602009703,83,2762,4301,5618,154,2024-06-02,09:58:32,Overspeeding,1300,High,No,State Highway,96,Foggy,Lane 2,Active,26-35,Morning Peak,Repeat
V20241208009704,45,1877,934,5619,343,2024-12-08,23:33:12,No License,2600,High,No,City Road,25,Rainy,Lane 2,Under Review,46-55,Late Night,First Time
V20251019009705,47,1988,3864,2021,658,2025-10-19,17:46:40,Overspeeding,1600,Medium,No,National Highway,147,Clear,Lane 1,Notified,18-25,Evening Peak,Repeat
V20240322009706,5,2829,4302,2373,82,2024-03-22,07:22:13,Triple Riding,900,Medium,No,National Highway,83,Rainy,Lane 2,Active,46-55,Early Morning,First Time
V20251015009707,72,558,3283,5620,654,2025-10-15,08:01:08,Overspeeding,1900,High,No,State Highway,65,Clear,Lane 1,Active,18-25,Morning Peak,First Time
V20240331009708,81,2015,1797,3778,91,2024-03-31,17:36:26,Drunk Driving,7400,Critical,No,City Road,38,Clear,Lane 2,Dispatched,46-55,Evening Peak,Repeat
V20240423009709,61,2555,1897,5204,114,2024-04-23,21:44:18,Dangerous Driving,2100,Critical,Yes,Local Street,34,Clear,Lane 1,Active,46-55,Evening,Repeat
V20241116009710,65,591,4303,3415,321,2024-11-16,16:25:21,Overspeeding,2000,High,No,Local Street,38,Cloudy,Lane 2,Under Review,46-55,Mid Day,Repeat
V20240201009711,98,1728,4189,4341,32,2024-02-01,20:49:32,Drunk Driving,3600,Critical,No,City Road,44,Clear,Lane 2,Under Review,18-25,Evening,First Time
V20241224009712,106,1628,1348,5621,359,2024-12-24,11:20:47,No Seatbelt,600,Medium,No,Expressway,83,Stormy,Lane 2,Notified,36-45,Mid Day,Habitual
V20251006009713,31,546,1270,468,645,2025-10-06,17:55:53,Overspeeding,1100,Medium,No,Expressway,110,Clear,Lane 2,Active,26-35,Evening Peak,First Time
V20240402009714,57,32,751,1520,93,2024-04-02,16:34:09,Wrong Side Driving,1800,High,No,City Road,51,Foggy,Lane 2,Active,18-25,Mid Day,First Time
V20250106009715,71,2810,851,3604,372,2025-01-06,08:37:50,No Helmet,800,Medium,No,Local Street,32,Clear,Lane 3,Notified,56-65,Morning Peak,Repeat
V20240220009716,40,509,4304,3317,51,2024-02-20,17:31:08,Overspeeding,1300,Medium,No,National Highway,118,Clear,Lane 1,Under Review,56-65,Evening Peak,First Time
V20250403009717,63,1777,636,5622,459,2025-04-03,07:19:47,Signal Jumping,600,Medium,No,Local Street,17,Cloudy,Multiple Lanes,Active,26-35,Early Morning,First Time
V20251104009718,57,2578,2029,5623,674,2025-11-04,09:24:29,No Seatbelt,800,Medium,No,City Road,45,Foggy,Lane 1,Notified,26-35,Morning Peak,Repeat
V20241123009719,51,2370,292,3179,328,2024-11-23,15:54:43,No License,3400,High,No,National Highway,77,Cloudy,Lane 3,Notified,56-65,Mid Day,Repeat
V20240811009720,13,1061,2440,2362,224,2024-08-11,10:01:27,No Helmet,700,Medium,No,Local Street,37,Clear,Lane 1,Notified,18-25,Morning Peak,Habitual
V20250123009721,88,1196,1218,2945,389,2025-01-23,01:17:37,Drunk Driving,5500,Critical,No,City Road,52,Clear,Lane 1,Dispatched,46-55,Late Night,First Time
V20250620009722,57,2155,3473,5512,537,2025-06-20,21:24:55,Wrong Parking,400,Low,No,Local Street,23,Clear,Multiple Lanes,Dispatched,26-35,Evening,First Time
V20240115009723,77,1925,782,5624,15,2024-01-15,20:24:45,Mobile Usage,1500,High,No,State Highway,50,Foggy,Lane 2,Active,36-45,Evening,First Time
V20251110009724,14,1120,3986,1031,680,2025-11-10,14:10:05,Red Light Violation,900,Medium,No,State Highway,50,Cloudy,Multiple Lanes,Under Review,26-35,Mid Day,First Time
V20250102009725,95,1693,3608,138,368,2025-01-02,07:53:03,No Seatbelt,800,Medium,No,City Road,28,Cloudy,Multiple Lanes,Notified,26-35,Early Morning,First Time
V20240229009726,66,568,534,1191,60,2024-02-29,23:15:40,Drunk Driving,6200,High,No,State Highway,74,Stormy,Lane 2,Dispatched,26-35,Late Night,Repeat
V20240624009727,84,588,600,5625,176,2024-06-24,10:33:45,Dangerous Driving,3600,Critical,No,State Highway,74,Clear,Lane 1,Active,56-65,Morning Peak,Habitual
V20241111009728,38,149,3759,5626,316,2024-11-11,08:55:58,Wrong Side Driving,1900,High,No,City Road,26,Clear,Lane 1,Notified,56-65,Morning Peak,First Time
V20240429009729,1,257,3902,2200,120,2024-04-29,09:26:03,Overspeeding,600,Medium,No,City Road,70,Clear,Lane 2,Notified,26-35,Morning Peak,First Time
V20250623009730,33,795,4300,4811,540,2025-06-23,14:05:41,No Helmet,1000,Medium,No,City Road,55,Clear,Lane 1,Active,18-25,Mid Day,First Time
V20241108009731,27,2872,1957,4162,313,2024-11-08,15:49:42,Signal Jumping,800,Medium,No,State Highway,51,Clear,Multiple Lanes,Under Review,36-45,Mid Day,Repeat
V20241125009732,25,757,1562,5627,330,2024-11-25,11:18:36,Overspeeding,700,Medium,No,State Highway,111,Clear,Multiple Lanes,Dispatched,26-35,Mid Day,First Time
V20240928009733,31,1698,1472,556,272,2024-09-28,06:27:05,Overspeeding,1000,High,No,City Road,73,Cloudy,Lane 1,Active,26-35,Early Morning,First Time
V20250808009734,109,2172,2531,1177,586,2025-08-08,15:14:42,Triple Riding,600,Medium,No,State Highway,50,Cloudy,Shoulder,Under Review,36-45,Mid Day,First Time
V20250113009735,106,1794,3500,1236,379,2025-01-13,07:10:56,Red Light Violation,900,Medium,No,City Road,51,Clear,Lane 3,Notified,26-35,Early Morning,Repeat
V20240711009736,20,2037,4305,4611,193,2024-07-11,06:14:57,No Helmet,600,Medium,No,Expressway,79,Rainy,Lane 1,Notified,56-65,Early Morning,Repeat
V20241222009737,51,997,2980,5628,357,2024-12-22,20:03:25,Signal Jumping,900,Medium,No,City Road,55,Clear,Shoulder,Active,26-35,Evening,First Time
V20241008009738,106,2720,4306,5629,282,2024-10-08,17:01:16,No License,4200,High,No,Local Street,38,Stormy,Lane 1,Active,36-45,Evening Peak,First Time
V20240509009739,30,2839,3992,3090,130,2024-05-09,19:04:41,Drunk Driving,5800,Critical,No,State Highway,51,Clear,Lane 3,Active,65+,Evening Peak,Repeat
V20240825009740,42,218,3526,4466,238,2024-08-25,17:17:03,Triple Riding,900,Medium,No,State Highway,65,Rainy,Multiple Lanes,Active,26-35,Evening Peak,Repeat
V20251212009741,30,1919,2646,36,712,2025-12-12,12:28:22,Overspeeding,1300,Medium,No,Local Street,34,Clear,Lane 1,Active,26-35,Mid Day,First Time
V20241223009742,71,179,1246,5630,358,2024-12-23,06:25:40,Triple Riding,600,Medium,No,Local Street,29,Cloudy,Lane 2,Notified,26-35,Early Morning,Repeat
V20240725009743,2,2074,4307,2077,207,2024-07-25,22:29:48,Overspeeding,1000,Medium,No,State Highway,111,Clear,Lane 1,Under Review,18-25,Evening,First Time
V20240811009744,2,1805,4050,634,224,2024-08-11,00:34:05,Overspeeding,600,High,No,Expressway,126,Foggy,Lane 1,Dispatched,36-45,Late Night,First Time
V20250322009745,33,1411,72,5631,447,2025-03-22,23:43:08,Wrong Parking,500,Low,No,City Road,53,Clear,Lane 1,Notified,26-35,Late Night,First Time
V20241116009746,34,1013,4308,5632,321,2024-11-16,06:31:51,Overspeeding,800,High,Yes,National Highway,124,Cloudy,Shoulder,Dispatched,26-35,Early Morning,First Time
V20240305009747,2,2273,3892,2709,65,2024-03-05,19:08:36,Overspeeding,1600,High,No,Expressway,139,Clear,Lane 1,Active,18-25,Evening Peak,Habitual
V20251018009748,73,2217,2278,5633,657,2025-10-18,13:16:39,Overspeeding,1600,High,No,Local Street,56,Cloudy,Lane 1,Dispatched,36-45,Mid Day,Repeat
V20240115009749,81,1619,410,5631,15,2024-01-15,12:33:54,Red Light Violation,600,Medium,No,City Road,47,Clear,Lane 1,Active,36-45,Mid Day,Repeat
V20241127009750,101,2467,1148,5634,332,2024-11-27,20:57:40,Wrong Parking,300,Low,No,City Road,29,Foggy,Multiple Lanes,Dispatched,18-25,Evening,First Time
V20241007009751,64,2835,2005,2754,281,2024-10-07,07:58:52,No Seatbelt,600,Medium,No,Local Street,35,Foggy,Lane 2,Active,18-25,Early Morning,Repeat
V20250819009752,47,2120,1795,5059,597,2025-08-19,15:55:23,No Helmet,900,Medium,No,State Highway,72,Foggy,Multiple Lanes,Active,26-35,Mid Day,Habitual
V20250302009753,61,70,1370,4122,427,2025-03-02,12:53:28,Mobile Usage,4600,Medium,No,City Road,28,Clear,Multiple Lanes,Active,36-45,Mid Day,Repeat
V20251115009754,89,2137,159,5635,685,2025-11-15,16:29:09,No Seatbelt,800,Low,No,State Highway,66,Cloudy,Lane 2,Active,26-35,Mid Day,First Time
V20250820009755,97,1705,2760,5636,598,2025-08-20,08:29:31,Signal Jumping,900,Medium,No,Expressway,94,Clear,Multiple Lanes,Active,26-35,Morning Peak,Habitual
V20240802009756,73,1100,4309,957,215,2024-08-02,08:59:33,Drunk Driving,5100,Critical,No,Local Street,15,Cloudy,Lane 2,Notified,26-35,Morning Peak,Repeat
V20250707009757,99,372,1260,2173,554,2025-07-07,17:07:30,Overspeeding,700,High,No,State Highway,82,Rainy,Shoulder,Active,36-45,Evening Peak,Repeat
V20240105009758,40,2623,1325,3850,5,2024-01-05,20:36:38,No Helmet,1000,Medium,No,City Road,30,Clear,Lane 2,Notified,36-45,Evening,First Time
V20240919009759,69,983,4310,5637,263,2024-09-19,10:23:40,Signal Jumping,600,Medium,No,State Highway,60,Foggy,Multiple Lanes,Notified,26-35,Morning Peak,Repeat
V20251211009760,73,59,1346,1429,711,2025-12-11,16:57:51,Mobile Usage,2500,Medium,No,City Road,41,Clear,Shoulder,Dispatched,36-45,Mid Day,Repeat
V20240303009761,8,1367,2400,1020,63,2024-03-03,13:43:35,No Helmet,900,Medium,No,City Road,54,Rainy,Shoulder,Under Review,18-25,Mid Day,First Time
V20241119009762,82,1679,4244,2035,324,2024-11-19,09:04:47,Signal Jumping,700,Medium,No,City Road,32,Clear,Lane 3,Dispatched,56-65,Morning Peak,Repeat
V20241120009763,45,779,3522,5638,325,2024-11-20,10:47:00,Drunk Driving,8800,Critical,No,City Road,30,Rainy,Multiple Lanes,Active,26-35,Morning Peak,Repeat
V20251124009764,39,2445,4311,5355,694,2025-11-24,14:45:39,Wrong Parking,300,Low,No,National Highway,66,Clear,Multiple Lanes,Dispatched,36-45,Mid Day,Repeat
V20240120009765,83,652,4312,4413,20,2024-01-20,11:04:55,Signal Jumping,800,Medium,No,State Highway,67,Rainy,Lane 2,Under Review,26-35,Mid Day,Repeat
V20240813009766,56,1196,4313,3727,226,2024-08-13,19:04:23,No Helmet,900,Medium,No,State Highway,60,Clear,Shoulder,Notified,56-65,Evening Peak,Repeat
V20241026009767,103,1861,2719,5639,300,2024-10-26,14:49:53,No Seatbelt,800,Low,No,City Road,51,Clear,Multiple Lanes,Active,26-35,Mid Day,First Time
V20240715009768,43,1927,2743,2103,197,2024-07-15,18:53:23,No Helmet,900,Medium,No,State Highway,80,Cloudy,Lane 2,Notified,18-25,Evening Peak,Habitual
V20240601009769,56,924,2501,4671,153,2024-06-01,17:22:13,Wrong Parking,400,Low,No,City Road,42,Clear,Lane 3,Active,36-45,Evening Peak,Repeat
V20250921009770,41,1860,3665,1370,630,2025-09-21,09:46:11,Mobile Usage,3300,High,No,National Highway,76,Clear,Lane 1,Under Review,26-35,Morning Peak,First Time
V20240307009771,36,2847,4179,1345,67,2024-03-07,00:56:42,Drunk Driving,8400,Critical,No,Local Street,25,Rainy,Lane 3,Active,46-55,Late Night,Habitual
V20250309009772,91,366,1806,777,434,2025-03-09,17:04:17,Triple Riding,500,Medium,No,National Highway,64,Clear,Lane 1,Notified,36-45,Evening Peak,Repeat
V20251015009773,91,134,2915,5640,654,2025-10-15,12:58:10,Overspeeding,1600,Medium,No,National Highway,109,Clear,Multiple Lanes,Dispatched,46-55,Mid Day,First Time
V20240709009774,87,973,3685,3620,191,2024-07-09,10:28:31,No Helmet,900,Medium,No,City Road,40,Clear,Lane 1,Under Review,18-25,Morning Peak,First Time
V20251123009775,85,2209,3439,126,693,2025-11-23,16:44:53,Overspeeding,600,High,No,Local Street,26,Rainy,Multiple Lanes,Dispatched,65+,Mid Day,Repeat
V20250517009776,18,2589,205,5641,503,2025-05-17,16:16:43,Wrong Parking,400,Low,No,City Road,35,Clear,Lane 1,Active,36-45,Mid Day,First Time
V20250914009777,42,2310,2216,5642,623,2025-09-14,13:03:29,Mobile Usage,3300,High,No,Expressway,116,Rainy,Lane 3,Active,18-25,Mid Day,Repeat
V20240418009778,87,2648,2910,574,109,2024-04-18,23:44:43,Mobile Usage,2800,Medium,No,City Road,47,Cloudy,Lane 1,Dispatched,46-55,Late Night,Habitual
V20240317009779,96,2592,4020,3733,77,2024-03-17,15:18:15,No License,2500,High,No,Expressway,89,Clear,Shoulder,Active,26-35,Mid Day,Repeat
V20251124009780,83,994,346,1511,694,2025-11-24,18:06:31,Triple Riding,700,Medium,No,City Road,45,Clear,Lane 1,Active,18-25,Evening Peak,First Time
V20241003009781,96,1967,4314,528,277,2024-10-03,17:12:33,No Helmet,700,Medium,No,National Highway,69,Clear,Lane 3,Active,26-35,Evening Peak,First Time
V20240306009782,68,1013,3091,3594,66,2024-03-06,19:44:14,Overspeeding,1900,High,No,National Highway,88,Rainy,Lane 1,Active,18-25,Evening Peak,First Time
V20251225009783,101,478,165,2730,725,2025-12-25,11:29:04,Wrong Side Driving,500,High,No,City Road,29,Clear,Multiple Lanes,Active,36-45,Mid Day,Repeat
V20250615009784,64,864,4097,5643,532,2025-06-15,21:01:50,Mobile Usage,3000,High,No,City Road,40,Clear,Lane 3,Active,36-45,Evening,First Time
V20241204009785,9,1234,3003,1203,339,2024-12-04,12:13:31,Signal Jumping,900,Medium,No,Local Street,31,Clear,Lane 1,Notified,26-35,Mid Day,Repeat
V20251029009786,102,106,2366,5644,668,2025-10-29,16:56:07,Triple Riding,800,Medium,No,City Road,36,Cloudy,Lane 1,Active,18-25,Mid Day,First Time
V20250401009787,41,2827,1737,4132,457,2025-04-01,18:10:15,Dangerous Driving,4500,Critical,No,City Road,46,Rainy,Shoulder,Dispatched,26-35,Evening Peak,First Time
V20241027009788,109,211,3235,1859,301,2024-10-27,08:03:05,Overspeeding,1700,High,No,State Highway,120,Rainy,Lane 2,Dispatched,18-25,Morning Peak,Repeat
V20240122009789,3,1658,169,1129,22,2024-01-22,16:27:29,Drunk Driving,2500,Critical,No,City Road,35,Clear,Lane 1,Notified,18-25,Mid Day,Repeat
V20251111009790,69,2704,1317,675,681,2025-11-11,08:33:12,No Seatbelt,900,Low,No,National Highway,75,Cloudy,Lane 1,Dispatched,26-35,Morning Peak,First Time
V20251031009791,103,1870,4315,4721,670,2025-10-31,16:46:42,No Seatbelt,900,Medium,No,State Highway,64,Cloudy,Multiple Lanes,Active,36-45,Mid Day,First Time
V20251219009792,2,473,2991,2448,719,2025-12-19,07:40:57,Overspeeding,1700,High,No,City Road,51,Clear,Lane 2,Active,26-35,Early Morning,First Time
V20250131009793,69,1674,4090,4824,397,2025-01-31,07:19:51,Triple Riding,600,Medium,No,State Highway,51,Clear,Lane 1,Dispatched,36-45,Early Morning,Repeat
V20251118009794,59,2681,1357,2585,688,2025-11-18,20:42:16,Dangerous Driving,3600,Critical,No,National Highway,88,Clear,Lane 2,Under Review,18-25,Evening,First Time
V20240222009795,11,1325,380,2981,53,2024-02-22,16:18:35,No Helmet,700,Medium,No,Expressway,78,Clear,Lane 2,Dispatched,46-55,Mid Day,Repeat
V20241013009796,8,2478,3959,2289,287,2024-10-13,08:05:20,Mobile Usage,1700,Medium,No,City Road,30,Foggy,Lane 2,Notified,36-45,Morning Peak,First Time
V20250106009797,36,1320,641,5645,372,2025-01-06,10:01:08,Mobile Usage,3600,High,No,City Road,32,Stormy,Shoulder,Dispatched,36-45,Morning Peak,First Time
V20250425009798,16,84,2544,2301,481,2025-04-25,03:29:10,No Seatbelt,600,Low,No,City Road,28,Clear,Lane 2,Dispatched,18-25,Late Night,Repeat
V20241214009799,72,2681,3419,5646,349,2024-12-14,06:55:56,No License,3900,High,No,Local Street,32,Clear,Lane 1,Active,46-55,Early Morning,First Time
V20250619009800,73,714,616,5647,536,2025-06-19,09:41:21,No Helmet,500,Medium,No,State Highway,77,Foggy,Multiple Lanes,Active,36-45,Morning Peak,First Time
V20250327009801,8,2873,34,5648,452,2025-03-27,13:31:02,No License,4400,High,No,City Road,41,Rainy,Lane 3,Dispatched,26-35,Mid Day,First Time
V20241101009802,60,2480,4316,5172,306,2024-11-01,20:04:36,Mobile Usage,3700,Medium,No,City Road,32,Clear,Lane 1,Dispatched,26-35,Evening,First Time
V20250910009803,10,2698,1687,588,619,2025-09-10,23:58:10,Wrong Parking,300,Low,No,City Road,55,Clear,Lane 3,Active,26-35,Late Night,First Time
V20240308009804,108,1330,7,1676,68,2024-03-08,13:07:24,Mobile Usage,2900,Medium,No,City Road,38,Clear,Multiple Lanes,Dispatched,56-65,Mid Day,First Time
V20250714009805,22,2595,3062,1065,561,2025-07-14,19:22:35,No Helmet,900,Medium,No,Local Street,36,Rainy,Shoulder,Active,46-55,Evening Peak,First Time
V20240124009806,39,1848,2734,4690,24,2024-01-24,14:09:01,No License,3300,High,No,State Highway,74,Rainy,Lane 3,Dispatched,36-45,Mid Day,Repeat
V20241125009807,92,2872,2536,5649,330,2024-11-25,16:10:52,No Helmet,600,Medium,No,City Road,55,Clear,Lane 1,Dispatched,26-35,Mid Day,Habitual
V20241130009808,6,1950,942,5650,335,2024-11-30,23:10:30,Mobile Usage,3400,High,No,State Highway,68,Clear,Multiple Lanes,Under Review,26-35,Late Night,First Time
V20250421009809,8,1425,772,4170,477,2025-04-21,16:07:59,No License,2500,High,No,Expressway,72,Clear,Lane 1,Notified,18-25,Mid Day,Repeat
V20240418009810,95,2720,3524,413,109,2024-04-18,02:54:07,Wrong Parking,400,Low,No,State Highway,63,Cloudy,Lane 2,Active,26-35,Late Night,Repeat
V20241001009811,15,2093,236,2748,275,2024-10-01,07:35:40,Signal Jumping,600,Medium,No,City Road,25,Cloudy,Lane 2,Active,26-35,Early Morning,Repeat
V20251209009812,101,1110,2587,5007,709,2025-12-09,18:32:08,Overspeeding,1600,High,No,Local Street,29,Stormy,Lane 1,Active,26-35,Evening Peak,First Time
V20250420009813,70,993,4317,5651,476,2025-04-20,13:18:51,Mobile Usage,3200,Medium,No,Expressway,75,Cloudy,Lane 1,Active,18-25,Mid Day,Repeat
V20250329009814,84,453,2831,2367,454,2025-03-29,04:32:15,Overspeeding,700,Medium,No,City Road,38,Clear,Lane 2,Notified,26-35,Late Night,First Time
V20250107009815,11,1545,4144,5652,373,2025-01-07,19:39:13,Dangerous Driving,2700,High,No,City Road,35,Rainy,Lane 1,Notified,26-35,Evening Peak,First Time
V20241014009816,16,1529,3547,5653,288,2024-10-14,01:17:19,Drunk Driving,8300,Critical,No,City Road,32,Clear,Lane 1,Active,26-35,Late Night,Habitual
V20240816009817,82,1565,2097,5388,229,2024-08-16,11:48:35,Wrong Parking,200,Low,Yes,City Road,50,Cloudy,Lane 1,Active,26-35,Mid Day,Repeat
V20241010009818,78,497,142,5654,284,2024-10-10,11:36:09,No Helmet,800,Medium,No,National Highway,70,Clear,Multiple Lanes,Active,18-25,Mid Day,First Time
V20250619009819,13,1614,801,5655,536,2025-06-19,16:46:04,Signal Jumping,500,Medium,No,City Road,38,Clear,Lane 1,Notified,36-45,Mid Day,Repeat
V20251212009820,22,1685,1123,4863,712,2025-12-12,12:17:32,Overspeeding,1100,Medium,No,City Road,45,Rainy,Multiple Lanes,Active,26-35,Mid Day,First Time
V20241106009821,54,1052,3780,3777,311,2024-11-06,15:19:13,No Helmet,600,Medium,No,City Road,55,Cloudy,Shoulder,Active,36-45,Mid Day,Repeat
V20240829009822,65,2414,3751,3814,242,2024-08-29,11:37:20,No Helmet,600,Medium,Yes,Local Street,28,Cloudy,Lane 3,Notified,18-25,Mid Day,Repeat
V20250904009823,108,468,3893,1558,613,2025-09-04,01:59:20,Overspeeding,1500,High,No,State Highway,99,Clear,Lane 1,Notified,26-35,Late Night,First Time
V20250915009824,64,2666,2810,5629,624,2025-09-15,06:55:39,Red Light Violation,800,Medium,No,City Road,32,Clear,Shoulder,Active,26-35,Early Morning,First Time
V20250827009825,72,1750,3008,5656,605,2025-08-27,00:24:13,Signal Jumping,700,Medium,No,Local Street,21,Cloudy,Lane 3,Active,36-45,Late Night,Repeat
V20241116009826,2,1684,3576,5657,321,2024-11-16,16:32:55,No Helmet,700,Medium,No,City Road,36,Clear,Multiple Lanes,Active,26-35,Mid Day,First Time
V20251206009827,27,1671,3429,1515,706,2025-12-06,17:47:15,Red Light Violation,900,Medium,No,Local Street,40,Rainy,Shoulder,Active,26-35,Evening Peak,First Time
V20240803009828,41,1106,2748,4621,216,2024-08-03,18:20:55,Signal Jumping,600,Medium,No,City Road,52,Cloudy,Lane 1,Active,56-65,Evening Peak,First Time
V20250226009829,63,2035,2395,2867,423,2025-02-26,16:13:56,Wrong Side Driving,1400,High,No,Local Street,39,Foggy,Lane 2,Active,26-35,Mid Day,Repeat
V20241011009830,89,1471,3705,5658,285,2024-10-11,12:16:19,No Helmet,900,Medium,No,City Road,39,Clear,Lane 2,Active,26-35,Mid Day,First Time
V20240218009831,63,137,4318,5659,49,2024-02-18,09:56:30,Mobile Usage,3600,High,No,City Road,25,Cloudy,Lane 2,Dispatched,36-45,Morning Peak,Habitual
V20240925009832,44,1450,1805,3707,269,2024-09-25,13:27:22,No Seatbelt,800,Medium,No,Local Street,39,Clear,Lane 2,Active,18-25,Mid Day,Habitual
V20240825009833,47,2007,2755,5660,238,2024-08-25,15:04:06,Mobile Usage,4000,High,No,City Road,45,Stormy,Multiple Lanes,Active,36-45,Mid Day,First Time
V20251023009834,21,2343,3505,5661,662,2025-10-23,15:41:31,Mobile Usage,1600,Medium,No,City Road,33,Foggy,Lane 2,Notified,56-65,Mid Day,Habitual
V20250520009835,59,395,3153,5662,506,2025-05-20,18:07:07,Signal Jumping,700,Medium,No,Local Street,27,Clear,Lane 1,Under Review,18-25,Evening Peak,First Time
V20250912009836,75,2107,3646,5663,621,2025-09-12,05:00:28,Mobile Usage,4800,High,No,Local Street,16,Clear,Lane 2,Active,26-35,Early Morning,First Time
V20250622009837,89,1547,941,5664,539,2025-06-22,08:07:49,No Helmet,600,Medium,Yes,Local Street,24,Clear,Lane 1,Notified,18-25,Morning Peak,First Time
V20250403009838,3,829,458,5097,459,2025-04-03,09:27:56,Wrong Parking,300,Low,No,City Road,32,Clear,Lane 3,Dispatched,26-35,Morning Peak,Repeat
V20240429009839,57,251,2978,2087,120,2024-04-29,08:42:13,No Helmet,800,Medium,No,Expressway,72,Clear,Lane 1,Dispatched,46-55,Morning Peak,First Time
V20251020009840,97,972,3250,5665,659,2025-10-20,15:23:31,Signal Jumping,700,Medium,No,National Highway,100,Clear,Multiple Lanes,Active,18-25,Mid Day,First Time
V20250703009841,107,431,1445,726,550,2025-07-03,08:01:42,Wrong Side Driving,1000,High,Yes,National Highway,99,Rainy,Lane 1,Notified,65+,Morning Peak,Repeat
V20240726009842,79,762,2042,3953,208,2024-07-26,20:55:22,Signal Jumping,900,Medium,No,City Road,28,Cloudy,Lane 3,Dispatched,26-35,Evening,First Time
V20240822009843,17,1565,4181,5666,235,2024-08-22,10:24:58,Wrong Side Driving,600,High,No,Expressway,114,Clear,Lane 1,Active,18-25,Morning Peak,First Time
V20241218009844,13,838,3982,5667,353,2024-12-18,07:59:32,Signal Jumping,1000,Medium,No,National Highway,63,Clear,Lane 1,Active,18-25,Early Morning,Repeat
V20240615009845,59,1757,983,1313,167,2024-06-15,06:40:08,Signal Jumping,500,Medium,No,State Highway,58,Foggy,Lane 3,Under Review,56-65,Early Morning,Habitual
V20251029009846,26,1127,4319,5668,668,2025-10-29,07:11:46,No License,3300,High,Yes,Local Street,37,Clear,Lane 2,Dispatched,18-25,Early Morning,Repeat
