vehicle_surrogate_key,vehicle_key,vehicle_type,vehicle_brand,vehicle_age,fuel_type
4354,VEH003086,Car,Mahindra,7,Diesel
4355,VEH007341,Bike,Hero,4,Petrol
4356,VEH003757,Auto Rickshaw,Bajaj,2,CNG
4357,VEH003644,Auto Rickshaw,Bajaj,10,CNG
4358,VEH001181,Truck,Ashok Leyland,6,Diesel
4359,VEH005303,Car,Kia,0,Petrol
4360,VEH004279,Bike,Yamaha,8,Petrol
4361,VEH004399,Car,Toyota,1,Diesel
4362,VEH005518,Auto Rickshaw,Bajaj,5,Diesel
4363,VEH002250,Car,Tata,9,Diesel
4364,VEH000075,Auto Rickshaw,Bajaj,2,CNG
4365,VEH007462,Car,Kia,1,CNG
4366,VEH001540,Bike,TVS,2,Petrol
4367,VEH004103,Scooter,Bajaj,6,Electric
4368,VEH002457,Bike,Royal Enfield,8,Petrol
4369,VEH005396,Scooter,TVS,6,Petrol
4370,VEH002865,Car,Maruti Suzuki,9,Petrol
4371,VEH005908,Van,Tata,1,Petrol
4372,VEH000953,Scooter,Honda,4,Petrol
4373,VEH003641,Truck,Mahindra,10,Diesel
4374,VEH003247,Car,Mahindra,13,Diesel
4375,VEH005638,Van,Force,5,Petrol
4376,VEH005392,Bike,Suzuki,2,Electric
4377,VEH007021,Scooter,Vespa,7,Petrol
4378,VEH002447,Scooter,Suzuki,5,Electric
4379,VEH001678,Car,Hyundai,10,Petrol
4380,VEH007837,Bike,Suzuki,6,Petrol
4381,VEH003050,Bike,Hero,1,Petrol
4382,VEH006774,Scooter,Honda,4,Petrol
4383,VEH003571,Van,Mahindra,12,Diesel
4384,VEH005732,Bike,Bajaj,5,Petrol
4385,VEH005905,Van,Maruti Suzuki,19,Petrol
4386,VEH007829,Scooter,Honda,13,Petrol
4387,VEH005780,Bike,Hero,2,Petrol
4388,VEH007931,Car,Kia,1,Diesel
4389,VEH000972,Scooter,Honda,8,Petrol
4390,VEH000082,Van,Mahindra,3,Diesel
4391,VEH007713,Car,Mahindra,1,Petrol
4392,VEH005436,Auto Rickshaw,Bajaj,12,CNG
4393,VEH002698,Bike,Bajaj,7,Petrol
4394,VEH001600,Bus,Ashok Leyland,0,CNG
4395,VEH006667,Bike,KTM,0,Petrol
4396,VEH004122,Car,Volkswagen,19,Diesel
4397,VEH005328,Bike,Honda,11,Petrol
4398,VEH002203,Auto Rickshaw,TVS,8,Petrol
4399,VEH003517,Bike,Suzuki,8,Electric
4400,VEH005120,Car,Toyota,13,CNG
4401,VEH002184,Auto Rickshaw,Piaggio,4,Petrol
4402,VEH006386,Bike,KTM,2,Petrol
4403,VEH001781,Bike,Yamaha,3,Electric
4404,VEH001134,Car,Maruti Suzuki,3,Diesel
4405,VEH001177,Car,Mahindra,5,Petrol
4406,VEH007394,Car,Mahindra,8,Electric
4407,VEH003709,Auto Rickshaw,TVS,11,Diesel
4408,VEH005035,Bike,Yamaha,2,Petrol
4409,VEH003661,Scooter,Honda,16,Petrol
4410,VEH007915,Bike,Suzuki,2,Petrol
4411,VEH003536,Truck,Ashok Leyland,7,CNG
4412,VEH003268,Bike,Honda,9,Electric
4413,VEH002297,Bike,Bajaj,19,Petrol
4414,VEH001734,Scooter,Bajaj,4,Petrol
4415,VEH005670,Bike,Yamaha,6,Petrol
4416,VEH006758,Bike,Suzuki,6,Petrol
4417,VEH004768,Scooter,Bajaj,8,Electric
4418,VEH003465,Bike,Suzuki,13,Petrol
4419,VEH000870,Bike,Hero,4,Petrol
4420,VEH006202,Scooter,Honda,13,Electric
4421,VEH005411,Bus,Ashok Leyland,1,Diesel
4422,VEH006121,Auto Rickshaw,Piaggio,5,Petrol
4423,VEH003335,Bike,Yamaha,8,Petrol
4424,VEH005256,Bike,Honda,10,Electric
4425,VEH000257,Bike,Hero,9,Petrol
4426,VEH002300,Van,Mahindra,5,CNG
4427,VEH003498,Van,Force,20,Petrol
4428,VEH000047,Bike,Bajaj,3,Petrol
4429,VEH004897,Car,Kia,2,CNG
4430,VEH005366,Car,Hyundai,5,Petrol
4431,VEH001536,Bike,Royal Enfield,3,Petrol
4432,VEH001417,Car,Tata,10,Petrol
4433,VEH003294,Car,Hyundai,10,Petrol
4434,VEH003628,Car,Hyundai,4,Petrol
4435,VEH001045,Bike,Bajaj,3,Electric
4436,VEH005177,Car,Hyundai,10,Diesel
4437,VEH002821,Car,Tata,4,Petrol
4438,VEH006162,Bike,TVS,4,Electric
4439,VEH007727,Bike,Honda,7,Petrol
4440,VEH006344,Bike,TVS,1,Petrol
4441,VEH004763,Truck,Eicher,4,Diesel
4442,VEH001401,Car,Toyota,3,Petrol
4443,VEH006675,Scooter,Hero,1,Petrol
4444,VEH007433,Auto Rickshaw,Bajaj,8,Petrol
4445,VEH000789,Bike,Bajaj,20,Petrol
4446,VEH004486,Auto Rickshaw,Bajaj,0,CNG
4447,VEH002094,Bike,Suzuki,11,Petrol
4448,VEH002586,Car,Honda,9,Diesel
4449,VEH007037,Bike,Hero,6,Petrol
4450,VEH004469,Bike,Royal Enfield,0,Petrol
4451,VEH006267,Scooter,TVS,2,Petrol
4452,VEH000899,Car,Tata,1,Petrol
4453,VEH003304,Bike,Royal Enfield,2,Petrol
4454,VEH006697,Scooter,Vespa,0,Electric
4455,VEH000348,Truck,Ashok Leyland,1,CNG
4456,VEH005211,Bike,KTM,4,Petrol
4457,VEH001590,Auto Rickshaw,Piaggio,3,Petrol
4458,VEH006501,Van,Maruti Suzuki,5,Petrol
4459,VEH006522,Car,Maruti Suzuki,4,Electric
4460,VEH006088,Scooter,TVS,4,Petrol
4461,VEH000245,Bike,Bajaj,9,Petrol
4462,VEH003128,Car,Maruti Suzuki,15,Electric
4463,VEH003424,Car,Tata,1,Petrol
4464,VEH004157,Car,Maruti Suzuki,10,Petrol
4465,VEH000918,Car,Honda,20,Petrol
4466,VEH005946,Car,Mahindra,1,CNG
4467,VEH002417,Bike,Suzuki,1,Petrol
4468,VEH005603,Bike,Honda,12,Petrol
4469,VEH003096,Car,Honda,9,Petrol
4470,VEH004348,Bike,Yamaha,3,Electric
4471,VEH005836,Car,Tata,18,Petrol
4472,VEH007022,Truck,BharatBenz,3,Diesel
4473,VEH000980,Car,Mahindra,7,Diesel
4474,VEH003630,Car,Honda,5,Diesel
4475,VEH006693,Bike,Bajaj,7,Petrol
4476,VEH000121,Car,Volkswagen,8,Diesel
4477,VEH002778,Scooter,TVS,0,Petrol
4478,VEH007951,Bike,TVS,18,Petrol
4479,VEH003039,Bike,KTM,4,Petrol
4480,VEH007530,Bike,Hero,4,Petrol
4481,VEH006637,Car,Maruti Suzuki,0,Diesel
4482,VEH007735,Bike,Yamaha,10,Petrol
4483,VEH001107,Bike,Bajaj,2,Petrol
4484,VEH000889,Van,Maruti Suzuki,7,Diesel
4485,VEH005461,Bike,TVS,5,Petrol
4486,VEH003954,Car,Mahindra,5,Diesel
4487,VEH001283,Scooter,Hero,5,Petrol
4488,VEH002733,Auto Rickshaw,TVS,2,CNG
4489,VEH002793,Scooter,TVS,0,Petrol
4490,VEH006073,Car,Maruti Suzuki,4,Electric
4491,VEH000303,Scooter,Bajaj,1,Petrol
4492,VEH007936,Scooter,TVS,8,Electric
4493,VEH006920,Bike,Hero,6,Petrol
4494,VEH003745,Car,Honda,17,Diesel
4495,VEH004490,Bike,Royal Enfield,3,Petrol
4496,VEH006053,Car,Mahindra,0,Diesel
4497,VEH001836,Scooter,Vespa,2,Petrol
4498,VEH006816,Bike,Honda,10,Petrol
4499,VEH002728,Bus,BharatBenz,8,CNG
4500,VEH004630,Scooter,TVS,2,Petrol
4501,VEH001627,Car,Kia,9,Petrol
4502,VEH002125,Bike,Honda,0,Petrol
4503,VEH007535,Car,Maruti Suzuki,8,Petrol
4504,VEH001277,Auto Rickshaw,Bajaj,4,CNG
4505,VEH001098,Bike,Honda,3,Petrol
4506,VEH004062,Bike,Suzuki,5,Electric
4507,VEH002700,Truck,Tata,0,CNG
4508,VEH006131,Car,Maruti Suzuki,3,Petrol
4509,VEH005591,Car,Kia,2,Petrol
4510,VEH002387,Scooter,Suzuki,3,Electric
4511,VEH003540,Bike,Royal Enfield,0,Electric
4512,VEH003252,Bike,TVS,18,Electric
4513,VEH006649,Bike,Bajaj,6,Electric
4514,VEH004777,Bike,Hero,18,Petrol
4515,VEH006164,Bike,Bajaj,10,Petrol
4516,VEH001857,Truck,Eicher,10,Diesel
4517,VEH004875,Car,Maruti Suzuki,2,CNG
4518,VEH006611,Scooter,Hero,10,Petrol
4519,VEH003990,Car,Mahindra,9,Electric
4520,VEH007467,Auto Rickshaw,Bajaj,0,CNG
4521,VEH001273,Bike,Royal Enfield,10,Petrol
4522,VEH001014,Bike,Yamaha,4,Petrol
4523,VEH007379,Car,Toyota,6,Diesel
4524,VEH000138,Auto Rickshaw,TVS,5,CNG
4525,VEH003574,Bike,Honda,6,Petrol
4526,VEH007898,Bike,Yamaha,10,Electric
4527,VEH006155,Bike,Royal Enfield,3,Petrol
4528,VEH003974,Auto Rickshaw,Bajaj,4,CNG
4529,VEH004976,Bike,Hero,4,Petrol
4530,VEH006714,Bike,Royal Enfield,2,Petrol
4531,VEH004383,Car,Volkswagen,5,Diesel
4532,VEH001638,Bike,Honda,4,Petrol
4533,VEH006801,Scooter,Hero,11,Petrol
4534,VEH003585,Van,Tata,4,Diesel
4535,VEH006529,Car,Honda,3,Diesel
4536,VEH002016,Truck,Ashok Leyland,8,Diesel
4537,VEH002395,Car,Mahindra,9,Electric
4538,VEH006706,Bike,Yamaha,10,Petrol
4539,VEH000316,Bike,Honda,1,Petrol
4540,VEH007882,Car,Hyundai,10,Petrol
4541,VEH005167,Bike,Royal Enfield,19,Petrol
4542,VEH005834,Truck,Ashok Leyland,3,Diesel
4543,VEH004970,Car,Tata,1,Petrol
4544,VEH002568,Car,Honda,0,Diesel
4545,VEH004082,Car,Mahindra,1,Diesel
4546,VEH002453,Car,Toyota,2,Diesel
4547,VEH005492,Truck,Tata,3,Diesel
4548,VEH007085,Bike,Yamaha,4,Petrol
4549,VEH002237,Auto Rickshaw,Bajaj,0,Petrol
4550,VEH005332,Bike,Suzuki,19,Petrol
4551,VEH003681,Scooter,Suzuki,3,Petrol
4552,VEH006508,Scooter,Honda,5,Petrol
4553,VEH007337,Car,Tata,7,Diesel
4554,VEH003696,Bike,TVS,2,Petrol
4555,VEH007866,Bike,Yamaha,2,Petrol
4556,VEH005335,Bus,Tata,3,CNG
4557,VEH002552,Scooter,Suzuki,1,Petrol
4558,VEH003975,Car,Mahindra,8,CNG
4559,VEH000766,Car,Hyundai,1,Diesel
4560,VEH007578,Bike,Hero,2,Petrol
4561,VEH006831,Bike,Hero,8,Petrol
4562,VEH006389,Scooter,Suzuki,0,Petrol
4563,VEH007413,Truck,BharatBenz,6,Diesel
4564,VEH001908,Auto Rickshaw,Piaggio,9,CNG
4565,VEH006161,Bike,TVS,4,Petrol
4566,VEH003405,Bike,Bajaj,8,Petrol
4567,VEH005322,Car,Kia,10,Diesel
4568,VEH002554,Scooter,Honda,4,Petrol
4569,VEH005549,Car,Kia,3,Diesel
4570,VEH000276,Scooter,TVS,7,Electric
4571,VEH002086,Scooter,Hero,11,Electric
4572,VEH004237,Car,Tata,1,Electric
4573,VEH000960,Car,Toyota,7,Petrol
4574,VEH003408,Bike,Hero,0,Petrol
4575,VEH003572,Bike,Royal Enfield,1,Petrol
4576,VEH006020,Car,Volkswagen,5,Petrol
4577,VEH004820,Bike,Royal Enfield,1,Electric
4578,VEH006617,Bike,Honda,4,Petrol
4579,VEH001645,Bike,Hero,13,Petrol
4580,VEH002900,Car,Kia,5,Diesel
4581,VEH001441,Bike,Hero,4,Electric
4582,VEH002022,Truck,Tata,5,CNG
4583,VEH002461,Car,Hyundai,0,Petrol
4584,VEH000985,Bike,Hero,10,Petrol
4585,VEH001259,Scooter,Vespa,0,Petrol
4586,VEH005725,Car,Honda,4,Petrol
4587,VEH002172,Car,Volkswagen,0,CNG
4588,VEH001592,Bike,Yamaha,9,Petrol
4589,VEH002572,Bike,Honda,9,Petrol
4590,VEH003041,Bike,Honda,5,Petrol
4591,VEH007779,Truck,Mahindra,2,Diesel
4592,VEH004566,Car,Kia,1,Petrol
4593,VEH006047,Scooter,Vespa,3,Petrol
4594,VEH002673,Bike,Bajaj,16,Electric
4595,VEH006382,Bike,Yamaha,1,Petrol
4596,VEH003381,Bike,Suzuki,14,Petrol
4597,VEH000534,Bike,KTM,0,Petrol
4598,VEH006810,Bike,KTM,0,Petrol
4599,VEH005106,Truck,BharatBenz,1,Diesel
4600,VEH004375,Car,Maruti Suzuki,5,Diesel
4601,VEH007024,Car,Hyundai,10,Electric
4602,VEH005554,Car,Kia,1,Diesel
4603,VEH002634,Scooter,Hero,3,Petrol
4604,VEH003447,Scooter,Vespa,3,Petrol
4605,VEH003135,Bus,BharatBenz,0,CNG
4606,VEH002021,Bike,Honda,9,Petrol
4607,VEH006971,Bike,Bajaj,18,Electric
4608,VEH002858,Scooter,Vespa,7,Petrol
4609,VEH007789,Auto Rickshaw,TVS,5,CNG
4610,VEH003110,Bike,Yamaha,10,Electric
4611,VEH007112,Scooter,Bajaj,5,Electric
4612,VEH004163,Bike,Royal Enfield,3,Petrol
4613,VEH001718,Bike,TVS,17,Petrol
4614,VEH002513,Scooter,Bajaj,10,Petrol
4615,VEH006090,Car,Hyundai,9,Petrol
4616,VEH002444,Bike,Hero,10,Petrol
4617,VEH004437,Scooter,Vespa,3,Petrol
4618,VEH006824,Car,Kia,4,Diesel
4619,VEH003119,Truck,Mahindra,10,CNG
4620,VEH002823,Scooter,Honda,5,Electric
4621,VEH003163,Bike,Suzuki,8,Petrol
4622,VEH001757,Car,Honda,7,Petrol
4623,VEH000371,Car,Hyundai,0,Petrol
4624,VEH005951,Bike,Hero,2,Petrol
4625,VEH000352,Bike,Bajaj,1,Petrol
4626,VEH003231,Bike,Suzuki,5,Petrol
4627,VEH003819,Van,Mahindra,7,CNG
4628,VEH003028,Bike,TVS,1,Electric
4629,VEH001647,Scooter,Vespa,8,Petrol
4630,VEH006108,Car,Toyota,3,Diesel
4631,VEH003831,Scooter,TVS,2,Electric
4632,VEH006075,Truck,Ashok Leyland,10,CNG
4633,VEH004810,Car,Volkswagen,1,Diesel
4634,VEH002190,Car,Tata,5,Petrol
4635,VEH002754,Bus,Ashok Leyland,7,Diesel
4636,VEH004644,Truck,Eicher,7,Diesel
4637,VEH007448,Auto Rickshaw,Bajaj,4,CNG
4638,VEH005024,Car,Tata,2,Electric
4639,VEH000994,Scooter,Suzuki,3,Petrol
4640,VEH005758,Auto Rickshaw,Bajaj,4,CNG
4641,VEH000736,Bike,Suzuki,9,Petrol
4642,VEH005224,Bike,KTM,6,Petrol
4643,VEH006468,Truck,Ashok Leyland,0,Diesel
4644,VEH006572,Car,Toyota,0,Petrol
4645,VEH001579,Car,Kia,6,Electric
4646,VEH007587,Car,Maruti Suzuki,10,Diesel
4647,VEH006848,Bike,KTM,2,Petrol
4648,VEH003555,Truck,Ashok Leyland,16,CNG
4649,VEH001553,Bike,Suzuki,4,Electric
4650,VEH006299,Bike,Royal Enfield,7,Petrol
4651,VEH003336,Bike,Honda,2,Petrol
4652,VEH000383,Scooter,Vespa,14,Petrol
4653,VEH002827,Car,Hyundai,9,Diesel
4654,VEH002845,Car,Toyota,5,Diesel
4655,VEH005942,Bike,Honda,8,Petrol
4656,VEH006198,Auto Rickshaw,TVS,1,CNG
4657,VEH002177,Bike,Honda,20,Petrol
4658,VEH002213,Car,Hyundai,14,Petrol
4659,VEH003391,Scooter,TVS,1,Petrol
4660,VEH005325,Scooter,Bajaj,10,Petrol
4661,VEH006662,Bike,Suzuki,5,Petrol
4662,VEH000950,Auto Rickshaw,Bajaj,0,CNG
4663,VEH005982,Car,Honda,1,Petrol
4664,VEH001001,Bike,Suzuki,5,Petrol
4665,VEH001542,Car,Maruti Suzuki,15,Electric
4666,VEH001068,Auto Rickshaw,TVS,6,CNG
4667,VEH001096,Bike,Royal Enfield,8,Petrol
4668,VEH001925,Car,Hyundai,1,CNG
4669,VEH001360,Scooter,Honda,7,Petrol
4670,VEH005631,Car,Kia,5,Petrol
4671,VEH005317,Bike,Honda,9,Petrol
4672,VEH007902,Bus,BharatBenz,5,Diesel
4673,VEH001243,Car,Tata,10,Electric
4674,VEH006149,Scooter,Bajaj,5,Petrol
4675,VEH004356,Bike,KTM,20,Petrol
4676,VEH004164,Car,Mahindra,4,Petrol
4677,VEH003194,Car,Maruti Suzuki,1,Petrol
4678,VEH000145,Truck,Tata,4,CNG
4679,VEH002366,Van,Maruti Suzuki,11,Petrol
4680,VEH003100,Van,Maruti Suzuki,2,Petrol
4681,VEH007991,Auto Rickshaw,Bajaj,0,CNG
4682,VEH000520,Car,Toyota,1,Petrol
4683,VEH004155,Car,Volkswagen,3,Diesel
4684,VEH002165,Bike,Hero,2,Petrol
4685,VEH000466,Scooter,Bajaj,1,Petrol
4686,VEH002772,Bike,TVS,0,Petrol
4687,VEH004683,Bike,Suzuki,1,Petrol
4688,VEH007820,Bike,Bajaj,5,Petrol
4689,VEH001695,Scooter,Suzuki,0,Petrol
4690,VEH005083,Bike,TVS,0,Petrol
4691,VEH006091,Auto Rickshaw,TVS,11,CNG
4692,VEH005794,Bike,Yamaha,0,Petrol
4693,VEH001051,Scooter,Suzuki,10,Petrol
4694,VEH006684,Car,Tata,9,Petrol
4695,VEH003427,Car,Maruti Suzuki,5,Diesel
4696,VEH004672,Truck,BharatBenz,10,Diesel
4697,VEH007724,Bike,TVS,3,Electric
4698,VEH000441,Bike,Hero,5,Petrol
4699,VEH000836,Bike,Royal Enfield,3,Petrol
4700,VEH002085,Scooter,Suzuki,1,Electric
4701,VEH002473,Bike,TVS,4,Petrol
4702,VEH005466,Bike,Honda,1,Petrol
4703,VEH003363,Car,Toyota,7,Petrol
4704,VEH002015,Bike,Suzuki,3,Petrol
4705,VEH001597,Scooter,Suzuki,16,Petrol
4706,VEH001515,Car,Volkswagen,16,Petrol
4707,VEH002262,Bike,Hero,6,Petrol
4708,VEH002379,Auto Rickshaw,Piaggio,6,Petrol
4709,VEH003054,Scooter,Vespa,2,Petrol
4710,VEH007345,Scooter,Honda,2,Electric
4711,VEH001267,Bike,Suzuki,2,Petrol
4712,VEH007233,Bike,Royal Enfield,0,Petrol
4713,VEH002089,Bike,Suzuki,1,Electric
4714,VEH002592,Car,Volkswagen,0,Petrol
4715,VEH001947,Bike,Hero,4,Petrol
4716,VEH002725,Bike,TVS,0,Petrol
4717,VEH005434,Bike,KTM,0,Petrol
4718,VEH003371,Bike,Bajaj,1,Petrol
4719,VEH001962,Scooter,Suzuki,0,Electric
4720,VEH006671,Bike,KTM,4,Petrol
4721,VEH006485,Bike,Bajaj,7,Petrol
4722,VEH006479,Bike,Hero,16,Petrol
4723,VEH003943,Scooter,Suzuki,1,Petrol
4724,VEH004325,Car,Hyundai,1,Electric
4725,VEH003202,Bike,Honda,1,Petrol
4726,VEH000163,Car,Maruti Suzuki,3,Petrol
4727,VEH007446,Car,Honda,3,Petrol
4728,VEH007317,Car,Hyundai,1,Diesel
4729,VEH002994,Car,Hyundai,9,Petrol
4730,VEH006333,Bike,Suzuki,6,Petrol
4731,VEH006606,Bike,Suzuki,18,Petrol
4732,VEH004892,Car,Maruti Suzuki,0,Petrol
4733,VEH007160,Bike,KTM,2,Electric
4734,VEH007081,Car,Hyundai,4,Diesel
4735,VEH001374,Car,Tata,5,Diesel
4736,VEH005730,Bike,Honda,10,Petrol
4737,VEH003306,Bike,Hero,5,Petrol
4738,VEH007773,Bike,KTM,18,Petrol
4739,VEH002588,Bike,Royal Enfield,3,Petrol
4740,VEH007082,Bike,Honda,8,Electric
4741,VEH006232,Car,Honda,7,Petrol
4742,VEH002433,Bike,Suzuki,3,Petrol
4743,VEH000568,Scooter,Suzuki,3,Petrol
4744,VEH001257,Bike,Yamaha,10,Petrol
4745,VEH002050,Car,Kia,0,Petrol
4746,VEH007034,Car,Kia,0,Diesel
4747,VEH006841,Scooter,Hero,3,Petrol
4748,VEH003748,Bike,TVS,7,Petrol
4749,VEH001392,Scooter,Honda,5,Petrol
4750,VEH006255,Bike,Suzuki,0,Petrol
4751,VEH006565,Car,Kia,1,Petrol
4752,VEH005657,Bike,Suzuki,2,Petrol
4753,VEH007698,Car,Honda,6,Petrol
4754,VEH000749,Truck,BharatBenz,6,Diesel
4755,VEH000077,Bike,Suzuki,14,Petrol
4756,VEH000223,Car,Mahindra,5,Petrol
4757,VEH007839,Bike,KTM,5,Petrol
4758,VEH005380,Scooter,Suzuki,5,Petrol
4759,VEH005084,Bike,Suzuki,12,Petrol
4760,VEH001163,Car,Kia,4,Diesel
4761,VEH006845,Car,Mahindra,2,Electric
4762,VEH003800,Scooter,Suzuki,11,Petrol
4763,VEH002382,Scooter,Bajaj,3,Electric
4764,VEH000176,Car,Tata,7,Electric
4765,VEH006416,Auto Rickshaw,Bajaj,2,CNG
4766,VEH000191,Scooter,Bajaj,5,Petrol
4767,VEH006893,Bike,Honda,2,Petrol
4768,VEH007397,Scooter,Honda,8,Petrol
4769,VEH001334,Car,Tata,4,Diesel
4770,VEH002247,Car,Volkswagen,12,Petrol
4771,VEH004224,Bike,Royal Enfield,2,Petrol
4772,VEH000809,Scooter,TVS,0,Petrol
4773,VEH007577,Bike,Honda,4,Petrol
4774,VEH000862,Bike,Yamaha,2,Petrol
4775,VEH005986,Bike,Suzuki,5,Petrol
4776,VEH001484,Car,Honda,16,Diesel
4777,VEH000566,Scooter,Vespa,1,Petrol
4778,VEH004636,Scooter,Honda,4,Petrol
4779,VEH004331,Auto Rickshaw,Bajaj,5,CNG
4780,VEH001474,Car,Mahindra,9,Petrol
4781,VEH006794,Car,Maruti Suzuki,3,Petrol
4782,VEH000475,Car,Volkswagen,20,Diesel
4783,VEH000829,Bike,Yamaha,14,Petrol
4784,VEH004547,Bike,Yamaha,11,Petrol
4785,VEH003379,Bike,Suzuki,5,Petrol
4786,VEH007920,Bike,Yamaha,5,Petrol
4787,VEH004450,Scooter,Vespa,11,Petrol
4788,VEH007403,Scooter,Honda,0,Petrol
4789,VEH007547,Bike,TVS,7,Petrol
4790,VEH001893,Bike,Bajaj,4,Electric
4791,VEH007722,Bike,KTM,1,Electric
4792,VEH000977,Bike,Hero,5,Petrol
4793,VEH007040,Bus,Ashok Leyland,6,CNG
4794,VEH004837,Scooter,Honda,1,Petrol
4795,VEH005652,Car,Toyota,10,Electric
4796,VEH005064,Auto Rickshaw,Bajaj,4,CNG
4797,VEH004092,Bike,Royal Enfield,5,Petrol
4798,VEH003965,Car,Volkswagen,3,CNG
4799,VEH000814,Scooter,Vespa,0,Petrol
4800,VEH003349,Car,Maruti Suzuki,3,CNG
4801,VEH006226,Car,Maruti Suzuki,0,Petrol
4802,VEH002119,Bike,Yamaha,4,Petrol
4803,VEH006550,Car,Kia,20,Diesel
4804,VEH002118,Van,Maruti Suzuki,7,Diesel
4805,VEH004563,Bike,TVS,4,Petrol
4806,VEH007712,Scooter,Hero,1,Petrol
4807,VEH006262,Bike,Yamaha,9,Petrol
4808,VEH003459,Car,Mahindra,4,Petrol
4809,VEH005413,Scooter,Suzuki,2,Petrol
4810,VEH002275,Truck,Mahindra,9,Diesel
4811,VEH000370,Scooter,TVS,1,Electric
4812,VEH002120,Bike,Hero,1,Petrol
4813,VEH004824,Car,Hyundai,12,Petrol
4814,VEH004938,Bike,Hero,3,Petrol
4815,VEH000468,Scooter,TVS,3,Electric
4816,VEH000269,Car,Mahindra,14,CNG
4817,VEH001363,Bike,Royal Enfield,2,Petrol
4818,VEH001815,Bike,TVS,1,Petrol
4819,VEH003432,Car,Volkswagen,0,Petrol
4820,VEH004671,Car,Volkswagen,3,Petrol
4821,VEH003598,Car,Tata,1,Diesel
4822,VEH001986,Bike,Royal Enfield,9,Petrol
4823,VEH003388,Auto Rickshaw,Piaggio,5,CNG
4824,VEH005924,Car,Volkswagen,0,Petrol
4825,VEH007287,Bike,Bajaj,2,Petrol
4826,VEH005540,Bike,Royal Enfield,6,Petrol
4827,VEH003702,Car,Maruti Suzuki,14,Petrol
4828,VEH001157,Car,Honda,1,Electric
4829,VEH003300,Bike,Hero,13,Petrol
4830,VEH006901,Car,Toyota,2,Diesel
4831,VEH005420,Bike,Royal Enfield,9,Petrol
4832,VEH003770,Bike,KTM,2,Petrol
4833,VEH000505,Bike,Yamaha,11,Petrol
4834,VEH004573,Auto Rickshaw,Bajaj,5,Petrol
4835,VEH001145,Auto Rickshaw,Bajaj,4,Petrol
4836,VEH003258,Scooter,Hero,2,Electric
4837,VEH004544,Bike,Royal Enfield,10,Petrol
4838,VEH004904,Scooter,Honda,0,Petrol
4839,VEH005162,Scooter,Honda,9,Petrol
4840,VEH002678,Bike,Honda,10,Petrol
4841,VEH006594,Bike,Bajaj,4,Petrol
4842,VEH000813,Car,Hyundai,12,Petrol
4843,VEH001103,Scooter,TVS,20,Petrol
4844,VEH001689,Car,Maruti Suzuki,2,CNG
4845,VEH004535,Car,Hyundai,1,CNG
4846,VEH007305,Car,Hyundai,2,CNG
4847,VEH000083,Bike,Royal Enfield,6,Petrol
4848,VEH006818,Bus,BharatBenz,1,Diesel
4849,VEH002107,Scooter,Honda,3,Petrol
4850,VEH006799,Auto Rickshaw,TVS,16,Diesel
4851,VEH006249,Car,Kia,3,CNG
4852,VEH004136,Bike,Honda,7,Petrol
4853,VEH006632,Car,Volkswagen,10,Petrol
4854,VEH000850,Bike,KTM,9,Petrol
4855,VEH003403,Truck,Eicher,1,Diesel
4856,VEH007714,Car,Honda,2,CNG
4857,VEH002168,Bike,Hero,2,Electric
4858,VEH001343,Auto Rickshaw,Bajaj,6,CNG
4859,VEH002672,Car,Hyundai,3,Petrol
4860,VEH001219,Bike,Royal Enfield,13,Electric
4861,VEH005831,Auto Rickshaw,Piaggio,8,CNG
4862,VEH002647,Bike,Suzuki,12,Electric
4863,VEH002828,Bike,Suzuki,3,Electric
4864,VEH000012,Scooter,TVS,5,Petrol
4865,VEH005209,Bike,KTM,4,Petrol
4866,VEH000883,Bike,Honda,9,Electric
4867,VEH000070,Bus,Ashok Leyland,9,Diesel
4868,VEH006061,Bike,Bajaj,10,Electric
4869,VEH000623,Bike,Hero,1,Petrol
4870,VEH007030,Bike,Bajaj,10,Petrol
4871,VEH000853,Car,Mahindra,2,Petrol
4872,VEH002238,Car,Kia,8,CNG
4873,VEH001232,Bike,Bajaj,3,Petrol
4874,VEH001764,Car,Honda,1,Petrol
4875,VEH007482,Bike,KTM,4,Petrol
4876,VEH007715,Car,Kia,3,Petrol
4877,VEH003404,Car,Honda,5,Petrol
4878,VEH003797,Car,Kia,8,Petrol
4879,VEH002722,Truck,Eicher,2,Diesel
4880,VEH001980,Bike,Honda,0,Petrol
4881,VEH004056,Car,Kia,7,Diesel
4882,VEH005572,Car,Toyota,2,Diesel
4883,VEH002025,Bike,TVS,15,Petrol
4884,VEH006281,Bike,Bajaj,20,Petrol
4885,VEH000325,Car,Kia,5,CNG
4886,VEH005307,Bike,TVS,6,Petrol
4887,VEH000099,Bike,Yamaha,20,Petrol
4888,VEH005241,Scooter,Bajaj,18,Petrol
4889,VEH003008,Auto Rickshaw,Piaggio,18,CNG
4890,VEH003065,Car,Volkswagen,9,Petrol
4891,VEH002895,Scooter,TVS,3,Petrol
4892,VEH002646,Car,Hyundai,3,Diesel
4893,VEH006200,Bike,KTM,10,Petrol
4894,VEH004971,Bike,Royal Enfield,0,Petrol
4895,VEH005287,Auto Rickshaw,Bajaj,4,CNG
4896,VEH002743,Car,Kia,6,Diesel
4897,VEH007776,Bike,KTM,10,Petrol
4898,VEH000189,Bike,Honda,14,Petrol
