violation_id,driver_id,vehicle_id,location_id,city_id,violation_date,violation_time,violation_type,fine_amount,severity,accident_involved,driver_age,driver_gender,license_type,previous_violations,vehicle_type,vehicle_brand,vehicle_age,fuel_type,area_name,city,state,road_type,latitude,longitude,average_speed,weather_condition,lane_affected,department_status
V20250409009333,D04799,VEH000541,LOC00528,C078,2025-04-09,23:05:13,Signal Jumping,800,Medium,No,39,Male,Permanent,1,Bike,Hero,2,Petrol,IT Park Area,Bikaner,Rajasthan,City Road,28.027433,73.310965,37,Clear,Multiple Lanes,Dispatched
V20250428009334,D04475,VEH004681,LOC02862,C089,2025-04-28,13:38:57,No Helmet,600,Medium,Yes,24,Male,Permanent,0,Auto Rickshaw,Bajaj,5,Diesel,Clock Tower Area,Durgapur,West Bengal,State Highway,23.52058,87.311984,79,Clear,Lane 2,Notified
V20251227009335,D02834,VEH002990,LOC00141,C067,2025-12-27,16:29:44,No Helmet,900,Medium,No,31,Male,Learner,0,Bike,Bajaj,6,Electric,Clock Tower Area,Belgaum,Karnataka,National Highway,15.859329,74.494292,71,Cloudy,Shoulder,Active
V20240315009336,D03556,VEH000540,LOC02073,C057,2024-03-15,19:35:37,Triple Riding,600,Medium,No,25,Male,International,0,Bike,Honda,13,Petrol,Main Road,Visakhapatnam,Andhra Pradesh,Local Street,17.697074,83.221073,20,Cloudy,Lane 3,Under Review
V20251019009337,D02120,VEH002078,LOC01803,C023,2025-10-19,02:17:29,Drunk Driving,3700,High,No,53,Male,Learner,7,Scooter,Bajaj,2,Electric,IT Park Area,Kolkata,West Bengal,Expressway,22.558918,88.358456,106,Clear,Lane 2,Notified
V20240625009338,D02528,VEH006364,LOC01178,C023,2024-06-25,15:11:30,Wrong Parking,200,Low,No,38,Male,Permanent,5,Bike,Hero,1,Petrol,Market Area,Kolkata,West Bengal,City Road,22.582773,88.36681,31,Stormy,Lane 1,Under Review
V20241127009339,D00436,VEH006368,LOC01883,C037,2024-11-27,15:12:53,Overspeeding,1300,High,No,19,Male,Learner,0,Car,Toyota,14,CNG,Station Area,Agra,Uttar Pradesh,City Road,27.188338,78.009347,67,Rainy,Lane 1,Dispatched
V20250530009340,D04019,VEH003545,LOC00925,C041,2025-05-30,14:54:26,Overspeeding,600,Medium,No,21,Female,Permanent,2,Bike,Suzuki,10,Petrol,Market Area,Jabalpur,Madhya Pradesh,City Road,23.172971,80.001005,51,Foggy,Lane 2,Active
V20241206009341,D03137,VEH002621,LOC01634,C080,2024-12-06,17:52:24,Wrong Parking,300,Low,No,32,Male,Permanent,1,Car,Kia,0,Diesel,Market Area,Bharatpur,Rajasthan,City Road,27.203668,77.49738,55,Rainy,Lane 1,Dispatched
V20250428009342,D02991,VEH003553,LOC00987,C051,2025-04-28,14:15:58,Signal Jumping,600,Medium,No,30,Male,No License,0,Bike,Hero,1,Petrol,Industrial Area,Guwahati,Assam,City Road,26.152776,91.73955,30,Rainy,Multiple Lanes,Dispatched
V20250724009343,D04553,VEH004607,LOC02644,C004,2025-07-24,08:28:44,Overspeeding,700,Medium,No,52,Female,Permanent,2,Car,Mahindra,5,Petrol,Industrial Area,Nashik,Maharashtra,City Road,20.009465,73.791113,60,Cloudy,Lane 2,Dispatched
V20251004009344,D00773,VEH007381,LOC00950,C022,2025-10-04,13:31:06,Dangerous Driving,1900,Critical,No,26,Female,Permanent,2,Bike,Honda,13,Petrol,Market Area,Tirupati,Tamil Nadu,Local Street,13.634423,79.424469,19,Cloudy,Shoulder,Under Review
V20241119009345,D00904,VEH000049,LOC01033,C081,2024-11-19,12:13:05,Signal Jumping,1000,Medium,No,39,Male,Permanent,1,Bike,Hero,7,Petrol,Ring Road,Agra Rural,Uttar Pradesh,State Highway,27.261627,78.043567,59,Clear,Lane 2,Active
V20250301009346,D03224,VEH001798,LOC00218,C043,2025-03-01,10:27:56,Mobile Usage,1100,Medium,No,32,Female,Permanent,0,Car,Kia,5,Diesel,Station Area,Patna,Bihar,State Highway,25.595087,85.136769,78,Cloudy,Lane 3,Dispatched
V20240719009347,D01953,VEH001574,LOC00443,C007,2024-07-19,17:16:22,Signal Jumping,800,Medium,No,45,Male,Permanent,2,Car,Hyundai,3,Petrol,Industrial Area,Kolhapur,Maharashtra,National Highway,16.704108,74.232183,65,Cloudy,Multiple Lanes,Active
V20250629009348,D00915,VEH002044,LOC01336,C092,2025-06-29,11:53:37,Overspeeding,1100,Medium,No,58,Male,Permanent,2,Bike,Bajaj,9,Electric,Highway Junction,Sagar,Madhya Pradesh,City Road,23.843018,78.745359,53,Clear,Lane 2,Active
V20250913009349,D01610,VEH003688,LOC00772,C022,2025-09-13,11:52:45,Mobile Usage,4800,Medium,No,54,Male,Permanent,1,Auto Rickshaw,Piaggio,1,Petrol,IT Park Area,Tirupati,Tamil Nadu,State Highway,13.643554,79.426058,50,Cloudy,Multiple Lanes,Active
V20250828009350,D04364,VEH005795,LOC00830,C080,2025-08-28,21:17:02,No Seatbelt,600,Low,No,32,Male,Permanent,0,Car,Kia,5,Petrol,Ring Road,Bharatpur,Rajasthan,City Road,27.227675,77.486177,25,Rainy,Lane 2,Under Review
V20250820009351,D04431,VEH006587,LOC00992,C021,2025-08-20,10:05:27,Wrong Side Driving,600,High,No,38,Female,Permanent,1,Auto Rickshaw,TVS,16,CNG,Main Road,Erode,Tamil Nadu,National Highway,11.337556,77.7322,81,Clear,Multiple Lanes,Dispatched
V20240102009352,D01715,VEH003041,LOC01527,C062,2024-01-02,12:33:42,No Helmet,900,Medium,No,22,Male,Permanent,5,Bike,Hero,13,Petrol,Main Road,Sangli,Maharashtra,National Highway,16.86797,74.567819,68,Rainy,Lane 2,Notified
V20240929009353,D03738,VEH003192,LOC02933,C047,2024-09-29,12:23:24,Signal Jumping,800,Medium,No,26,Female,Permanent,0,Car,Kia,5,CNG,Market Area,Thiruvananthapuram,Kerala,State Highway,8.513395,76.92783,75,Clear,Lane 1,Active
V20240326009354,D04318,VEH007594,LOC01133,C024,2024-03-26,20:01:39,Signal Jumping,600,Medium,Yes,28,Male,Permanent,0,Bike,Hero,4,Petrol,Bypass Road,Ahmedabad,Gujarat,City Road,23.024837,72.571657,42,Cloudy,Multiple Lanes,Dispatched
V20250911009355,D02014,VEH002043,LOC01574,C091,2025-09-11,17:56:18,No License,3400,High,No,27,Male,Permanent,1,Scooter,Hero,3,Electric,Clock Tower Area,Ujjain,Madhya Pradesh,City Road,23.171236,75.776311,49,Clear,Multiple Lanes,Active
V20241007009356,D02599,VEH002658,LOC02689,C039,2024-10-07,13:33:35,Overspeeding,1600,Medium,No,23,Male,Permanent,0,Scooter,Bajaj,5,Petrol,Bus Stand Area,Bhopal,Madhya Pradesh,Local Street,23.24707,77.415347,21,Clear,Lane 1,Notified
V20250205009357,D00652,VEH006623,LOC00963,C089,2025-02-05,18:46:06,Overspeeding,500,High,No,26,Male,Permanent,1,Scooter,Hero,8,Petrol,Market Area,Durgapur,West Bengal,City Road,23.509847,87.315054,51,Rainy,Multiple Lanes,Active
V20250717009358,D02849,VEH004593,LOC01928,C062,2025-07-17,17:06:02,Overspeeding,1400,Medium,No,28,Male,Permanent,1,Van,Tata,2,Petrol,Old City,Sangli,Maharashtra,City Road,16.858381,74.562473,35,Stormy,Lane 1,Notified
V20250321009359,D04605,VEH004894,LOC02285,C083,2025-03-21,20:50:02,Overspeeding,1300,High,Yes,20,Male,Permanent,2,Bike,Bajaj,9,Electric,Main Road,Moradabad,Uttar Pradesh,Local Street,28.845408,78.763884,58,Rainy,Lane 1,Active
V20240429009360,D02943,VEH003303,LOC00422,C014,2024-04-29,09:37:01,No Helmet,700,Medium,No,33,Male,Permanent,2,Bike,Honda,9,Petrol,Station Area,Mangaluru,Karnataka,State Highway,12.923991,74.865198,64,Clear,Lane 1,Active
V20240525009361,D03719,VEH005455,LOC01559,C063,2024-05-25,21:52:42,Triple Riding,1000,Medium,No,23,Male,Permanent,1,Auto Rickshaw,Bajaj,2,Petrol,Old City,Jalgaon,Maharashtra,National Highway,20.994781,75.564219,60,Clear,Lane 3,Notified
V20240814009362,D03146,VEH001960,LOC01823,C063,2024-08-14,07:53:48,No Helmet,900,Medium,No,28,Male,Permanent,1,Car,Toyota,1,CNG,Main Road,Jalgaon,Maharashtra,City Road,21.017573,75.56991,39,Clear,Lane 3,Active
V20250306009363,D02221,VEH006702,LOC00368,C042,2025-03-06,09:15:03,Overspeeding,1900,Medium,No,56,Male,International,0,Car,Maruti Suzuki,12,Petrol,New Colony,Gwalior,Madhya Pradesh,City Road,26.20566,78.17642,76,Clear,Lane 1,Active
V20240830009364,D00387,VEH007328,LOC01979,C079,2024-08-30,10:04:04,Triple Riding,900,Medium,No,36,Male,Permanent,7,Car,Mahindra,6,CNG,New Colony,Alwar,Rajasthan,State Highway,27.559362,76.646623,76,Clear,Lane 1,Notified
V20250419009365,D04975,VEH002282,LOC02124,C008,2025-04-19,07:29:27,Signal Jumping,700,Medium,No,25,Male,International,1,Bike,Royal Enfield,14,Petrol,South Extension,Delhi,Delhi NCR,City Road,28.689584,77.108676,47,Clear,Multiple Lanes,Dispatched
V20240610009366,D03842,VEH007903,LOC00490,C022,2024-06-10,13:29:07,Dangerous Driving,4000,High,No,27,Male,Permanent,0,Bike,Suzuki,4,Petrol,Flyover Junction,Tirupati,Tamil Nadu,Local Street,13.614351,79.420342,28,Cloudy,Lane 1,Dispatched
V20240910009367,D04060,VEH002625,LOC00355,C032,2024-09-10,04:22:23,Drunk Driving,8900,Critical,No,47,Male,Permanent,1,Bike,Bajaj,4,Petrol,Market Area,Ajmer,Rajasthan,City Road,26.458489,74.633641,52,Foggy,Lane 2,Under Review
V20240428009368,D01973,VEH005118,LOC01090,C067,2024-04-28,15:55:10,Mobile Usage,1800,Medium,No,29,Female,Permanent,0,Truck,Eicher,0,Diesel,Market Area,Belgaum,Karnataka,National Highway,15.838774,74.490717,98,Rainy,Lane 2,Active
V20241004009369,D01031,VEH006990,LOC02115,C012,2024-10-04,08:42:20,Signal Jumping,800,Medium,No,20,Male,Permanent,0,Bike,KTM,11,Petrol,KR Puram,Bengaluru,Karnataka,State Highway,12.958466,77.608776,56,Clear,Lane 2,Under Review
V20240127009370,D03585,VEH007301,LOC00850,C098,2024-01-27,10:53:53,No Helmet,900,Medium,Yes,52,Male,Permanent,1,Bike,Suzuki,13,Petrol,Industrial Area,Rourkela,Odisha,State Highway,22.272979,84.913547,53,Clear,Lane 1,Dispatched
V20250129009371,D02829,VEH003545,LOC01586,C077,2025-01-29,19:19:58,Overspeeding,1600,High,No,54,Male,Permanent,1,Car,Tata,4,Petrol,New Colony,Junagadh,Gujarat,City Road,21.52451,70.453439,77,Cloudy,Multiple Lanes,Dispatched
V20251025009372,D02213,VEH006789,LOC01791,C084,2025-10-25,10:34:33,No Seatbelt,800,Low,No,28,Male,Permanent,1,Bike,Yamaha,1,Petrol,Main Road,Gorakhpur,Uttar Pradesh,City Road,26.76138,83.381831,26,Clear,Multiple Lanes,Notified
V20250315009373,D01789,VEH002034,LOC02506,C106,2025-03-15,14:50:07,Wrong Side Driving,900,High,No,25,Male,Permanent,1,Car,Volkswagen,5,Diesel,Railway Crossing,Silchar,Assam,National Highway,24.841174,92.791598,78,Stormy,Lane 2,Under Review
V20251221009374,D03323,VEH005669,LOC00836,C079,2025-12-21,17:30:21,No Seatbelt,800,Medium,No,48,Female,No License,1,Car,Toyota,10,Petrol,Ring Road,Alwar,Rajasthan,City Road,27.557755,76.62619,43,Cloudy,Lane 3,Active
V20241102009375,D00093,VEH001690,LOC00113,C059,2024-11-02,13:12:58,No License,3800,High,No,40,Male,Permanent,0,Car,Hyundai,1,Electric,City Center,Thane,Maharashtra,City Road,19.215307,72.990545,29,Cloudy,Lane 1,Active
V20241214009376,D02103,VEH002669,LOC00782,C030,2024-12-14,15:09:47,No Helmet,800,Medium,No,23,Male,Permanent,2,Bike,Honda,14,Petrol,Bus Stand Area,Udaipur,Rajasthan,City Road,24.59083,73.723999,26,Clear,Lane 1,Active
V20250424009377,D04476,VEH002252,LOC01932,C067,2025-04-24,08:05:06,Red Light Violation,900,Medium,No,40,Male,Learner,1,Car,Volkswagen,4,Petrol,Clock Tower Area,Belgaum,Karnataka,National Highway,15.860313,74.502335,99,Rainy,Lane 2,Active
V20240926009378,D02840,VEH004159,LOC00166,C078,2024-09-26,14:04:51,Wrong Side Driving,1900,High,No,30,Male,No License,2,Bike,Royal Enfield,11,Petrol,Main Road,Bikaner,Rajasthan,National Highway,28.009338,73.319931,83,Clear,Lane 3,Active
V20240908009379,D02725,VEH003907,LOC00387,C005,2024-09-08,13:29:29,Signal Jumping,700,Medium,No,40,Female,Permanent,1,Auto Rickshaw,Bajaj,12,CNG,Market Area,Aurangabad,Maharashtra,National Highway,19.867002,75.335606,65,Foggy,Lane 3,Dispatched
V20250504009380,D04006,VEH000925,LOC02256,C007,2025-05-04,14:24:49,Overspeeding,1700,Medium,No,45,Male,Permanent,0,Bike,Hero,1,Petrol,Old City,Kolhapur,Maharashtra,Expressway,16.714173,74.253888,144,Clear,Multiple Lanes,Active
V20241203009381,D01284,VEH007011,LOC00008,C079,2024-12-03,12:59:36,Mobile Usage,2000,High,No,30,Male,Permanent,0,Auto Rickshaw,Bajaj,5,Diesel,Highway Junction,Alwar,Rajasthan,Local Street,27.554068,76.630816,24,Rainy,Shoulder,Active
V20251112009382,D04735,VEH003583,LOC00860,C046,2025-11-12,20:02:44,Triple Riding,1000,Medium,No,20,Male,Permanent,0,Bike,Bajaj,5,Petrol,Station Area,Kochi,Kerala,City Road,9.931751,76.264272,43,Clear,Lane 1,Active
V20251116009383,D01999,VEH006279,LOC00385,C108,2025-11-16,11:14:40,Triple Riding,900,Medium,No,22,Male,Permanent,2,Car,Volkswagen,4,Petrol,Old City,Nizamabad,Telangana,City Road,18.683519,78.103039,45,Cloudy,Lane 1,Notified
V20251008009384,D00085,VEH004408,LOC01851,C025,2025-10-08,15:33:46,No Helmet,800,Medium,No,45,Female,Permanent,0,Bus,Tata,15,Diesel,Bypass Road,Surat,Gujarat,City Road,21.180741,72.837715,43,Clear,Lane 2,Notified
V20240512009385,D02091,VEH007177,LOC01020,C083,2024-05-12,09:22:42,Mobile Usage,4100,High,No,25,Female,Permanent,1,Car,Tata,13,Diesel,Market Area,Moradabad,Uttar Pradesh,City Road,28.836801,78.76625,54,Foggy,Lane 1,Active
V20250825009386,D00079,VEH001806,LOC02319,C012,2025-08-25,13:08:03,Triple Riding,1000,Medium,No,49,Female,Learner,2,Scooter,Suzuki,6,Electric,Electronic City,Bengaluru,Karnataka,City Road,12.982416,77.582745,43,Clear,Multiple Lanes,Under Review
V20250126009387,D04967,VEH006548,LOC01748,C063,2025-01-26,14:51:25,No Helmet,600,Medium,No,24,Male,Permanent,0,Bike,KTM,3,Petrol,Flyover Junction,Jalgaon,Maharashtra,Expressway,20.995384,75.569588,70,Clear,Lane 3,Active
V20250804009388,D02520,VEH007978,LOC00036,C094,2025-08-04,21:35:05,Wrong Side Driving,1300,High,No,19,Male,Permanent,0,Car,Mahindra,2,Petrol,Ring Road,Muzaffarpur,Bihar,Expressway,26.113524,85.376019,99,Foggy,Shoulder,Notified
V20250813009389,D03320,VEH002844,LOC02568,C041,2025-08-13,14:00:19,Wrong Side Driving,1500,High,No,24,Female,No License,0,Car,Hyundai,3,Diesel,IT Park Area,Jabalpur,Madhya Pradesh,Expressway,23.193146,79.985297,113,Clear,Lane 2,Active
V20251114009390,D02327,VEH000360,LOC01028,C025,2025-11-14,08:01:57,Wrong Parking,200,Low,No,33,Male,Permanent,1,Scooter,Honda,1,Petrol,Flyover Junction,Surat,Gujarat,City Road,21.183593,72.827692,41,Rainy,Lane 1,Notified
V20240810009391,D02659,VEH004475,LOC01021,C042,2024-08-10,11:49:38,Overspeeding,500,Medium,No,58,Female,Permanent,3,Car,Kia,1,Diesel,Station Area,Gwalior,Madhya Pradesh,State Highway,26.21772,78.179676,90,Rainy,Lane 1,Active
V20240930009392,D03082,VEH003870,LOC01738,C101,2024-09-30,21:11:19,Mobile Usage,2900,High,No,46,Male,Permanent,1,Bike,KTM,19,Petrol,Bus Stand Area,Jalandhar,Punjab,Expressway,31.317767,75.564668,103,Cloudy,Lane 2,Dispatched
V20240227009393,D00330,VEH001646,LOC02311,C022,2024-02-27,13:43:26,Drunk Driving,8000,Critical,No,30,Male,Learner,2,Scooter,TVS,2,Petrol,City Center,Tirupati,Tamil Nadu,City Road,13.635201,79.432972,50,Clear,Lane 2,Active
V20240630009394,D00117,VEH007404,LOC01441,C065,2024-06-30,12:18:47,No Helmet,600,Medium,No,40,Male,Permanent,1,Bike,Hero,1,Petrol,Clock Tower Area,Nanded,Maharashtra,National Highway,19.151692,77.322386,80,Foggy,Multiple Lanes,Notified
V20240103009395,D02483,VEH000681,LOC01300,C018,2024-01-03,14:46:59,No License,4700,High,No,30,Female,Permanent,2,Scooter,TVS,7,Electric,City Center,Coimbatore,Tamil Nadu,Local Street,11.028865,76.970421,24,Cloudy,Lane 2,Under Review
V20250610009396,D02780,VEH006197,LOC00491,C094,2025-06-10,01:35:30,Dangerous Driving,3400,High,No,38,Male,Permanent,0,Truck,Ashok Leyland,1,Diesel,Clock Tower Area,Muzaffarpur,Bihar,City Road,26.126948,85.402988,31,Clear,Multiple Lanes,Under Review
V20250327009397,D01723,VEH002918,LOC00439,C012,2025-03-27,15:42:34,Signal Jumping,600,Medium,No,54,Male,Permanent,4,Truck,Eicher,7,Diesel,Silk Board,Bengaluru,Karnataka,City Road,12.959523,77.591786,31,Rainy,Lane 1,Active
V20250425009398,D03483,VEH001271,LOC02322,C004,2025-04-25,18:10:00,Mobile Usage,1500,Medium,No,34,Male,Permanent,0,Van,Maruti Suzuki,8,Diesel,Railway Crossing,Nashik,Maharashtra,City Road,20.008379,73.800223,51,Cloudy,Lane 3,Notified
V20240408009399,D01956,VEH002520,LOC00022,C067,2024-04-08,18:22:46,Drunk Driving,3400,High,No,31,Male,Learner,0,Car,Toyota,8,Petrol,Highway Junction,Belgaum,Karnataka,City Road,15.851643,74.509913,42,Clear,Lane 1,Dispatched
V20250223009400,D00324,VEH007957,LOC01259,C077,2025-02-23,00:30:33,Drunk Driving,9500,High,No,18,Male,International,0,Bus,Tata,4,Diesel,Station Area,Junagadh,Gujarat,Local Street,21.507269,70.463776,35,Rainy,Lane 2,Dispatched
V20250219009401,D00237,VEH006208,LOC01942,C094,2025-02-19,13:41:11,No Seatbelt,600,Low,No,39,Male,Learner,1,Bike,KTM,12,Petrol,Highway Junction,Muzaffarpur,Bihar,City Road,26.107995,85.380481,41,Rainy,Lane 3,Dispatched
V20251215009402,D04315,VEH005529,LOC02233,C036,2025-12-15,08:18:35,No Seatbelt,1000,Low,No,48,Female,Permanent,2,Bike,Royal Enfield,0,Petrol,Highway Junction,Prayagraj,Uttar Pradesh,Local Street,25.443834,81.853227,17,Clear,Lane 1,Active
V20240405009403,D00366,VEH007144,LOC01864,C055,2024-04-05,14:09:39,Signal Jumping,600,Medium,No,25,Female,No License,1,Bike,Suzuki,1,Petrol,Ring Road,Raipur,Chhattisgarh,Local Street,21.237412,81.616111,21,Rainy,Multiple Lanes,Under Review
V20241007009404,D01232,VEH007867,LOC01335,C020,2024-10-07,17:14:11,Signal Jumping,700,Medium,No,30,Male,Permanent,1,Auto Rickshaw,Piaggio,3,Petrol,Flyover Junction,Salem,Tamil Nadu,National Highway,11.667544,78.146303,79,Clear,Multiple Lanes,Active
V20251119009405,D02554,VEH003477,LOC01658,C037,2025-11-19,20:06:23,Drunk Driving,7200,Critical,No,36,Male,Permanent,1,Bike,Yamaha,9,Petrol,City Center,Agra,Uttar Pradesh,City Road,27.169921,78.021476,36,Rainy,Multiple Lanes,Active
V20240308009406,D02358,VEH005536,LOC01014,C039,2024-03-08,11:34:12,Overspeeding,600,High,No,43,Male,Permanent,0,Bike,KTM,4,Petrol,Bus Stand Area,Bhopal,Madhya Pradesh,City Road,23.265306,77.415439,71,Cloudy,Multiple Lanes,Notified
V20241012009407,D03605,VEH006222,LOC01244,C068,2024-10-12,22:21:44,No Helmet,700,Medium,No,55,Male,Permanent,7,Bike,Royal Enfield,1,Electric,Station Area,Davangere,Karnataka,National Highway,14.463451,75.907374,85,Clear,Lane 1,Dispatched
V20250419009408,D04200,VEH006567,LOC02645,C009,2025-04-19,19:57:57,Overspeeding,1700,Medium,No,30,Female,Permanent,2,Bike,Bajaj,1,Petrol,Market Area,Noida,Delhi NCR,Local Street,28.539051,77.390641,58,Clear,Lane 3,Under Review
V20251013009409,D00851,VEH005162,LOC02650,C060,2025-10-13,14:40:07,Red Light Violation,800,Medium,Yes,23,Male,Permanent,0,Auto Rickshaw,Bajaj,9,CNG,Railway Crossing,Navi Mumbai,Maharashtra,Local Street,19.041921,73.033137,29,Clear,Lane 1,Dispatched
V20241008009410,D00050,VEH005389,LOC00597,C050,2024-10-08,19:40:49,No License,4100,High,No,25,Male,Permanent,1,Bike,Hero,1,Petrol,Flyover Junction,Amritsar,Punjab,Expressway,31.628418,74.861655,93,Foggy,Multiple Lanes,Active
V20251108009411,D04305,VEH000707,LOC00945,C063,2025-11-08,11:07:01,Mobile Usage,3900,Medium,No,27,Male,Permanent,0,Bike,TVS,5,Petrol,Old City,Jalgaon,Maharashtra,National Highway,21.007522,75.5591,62,Clear,Lane 2,Dispatched
V20241202009412,D01462,VEH003480,LOC00629,C091,2024-12-02,14:26:26,Overspeeding,1700,High,No,40,Male,Permanent,2,Bike,Honda,9,Electric,Ring Road,Ujjain,Madhya Pradesh,Local Street,23.187474,75.759518,51,Cloudy,Lane 2,Dispatched
V20240408009413,D00079,VEH003899,LOC00457,C039,2024-04-08,13:45:17,No Seatbelt,800,Low,No,43,Male,Permanent,2,Bike,Bajaj,4,Petrol,Market Area,Bhopal,Madhya Pradesh,State Highway,23.272763,77.420773,64,Clear,Lane 2,Active
V20241219009414,D03959,VEH004792,LOC02265,C049,2024-12-19,15:11:03,Wrong Parking,200,Low,No,46,Male,Permanent,6,Bike,Bajaj,6,Petrol,Highway Junction,Ludhiana,Punjab,State Highway,30.908579,75.866435,78,Clear,Shoulder,Active
V20241022009415,D00703,VEH002230,LOC01175,C068,2024-10-22,19:06:31,Dangerous Driving,1700,High,No,22,Male,Permanent,0,Scooter,Hero,4,Petrol,City Center,Davangere,Karnataka,National Highway,14.457145,75.912957,68,Clear,Lane 3,Notified
V20251112009416,D03775,VEH001370,LOC02366,C012,2025-11-12,08:50:54,Overspeeding,900,Medium,Yes,53,Male,No License,0,Truck,Mahindra,20,Diesel,Indiranagar,Bengaluru,Karnataka,State Highway,12.960218,77.59038,84,Clear,Lane 3,Active
V20240828009417,D02930,VEH007484,LOC00616,C054,2024-08-28,08:07:13,Overspeeding,800,Medium,No,20,Female,Permanent,0,Bike,Yamaha,3,Petrol,Industrial Area,Haridwar,Uttarakhand,National Highway,29.957288,78.170326,115,Clear,Multiple Lanes,Dispatched
V20250314009418,D03022,VEH005550,LOC01442,C024,2025-03-14,15:18:22,No License,4400,High,Yes,31,Male,International,0,Bike,Royal Enfield,1,Petrol,Clock Tower Area,Ahmedabad,Gujarat,Expressway,23.010292,72.56569,92,Cloudy,Shoulder,Dispatched
V20250811009419,D01288,VEH002566,LOC01939,C047,2025-08-11,15:38:38,No Helmet,800,Medium,No,30,Male,Permanent,0,Bike,Honda,16,Petrol,Bus Stand Area,Thiruvananthapuram,Kerala,Local Street,8.529921,76.932215,25,Clear,Lane 1,Active
V20241006009420,D03398,VEH002565,LOC00344,C063,2024-10-06,17:05:20,Overspeeding,1100,Medium,No,28,Male,Learner,1,Car,Toyota,6,Petrol,Station Area,Jalgaon,Maharashtra,State Highway,20.993905,75.554949,94,Clear,Lane 2,Active
V20250730009421,D04648,VEH000665,LOC00077,C061,2025-07-30,18:49:07,Signal Jumping,600,Medium,No,20,Male,No License,2,Auto Rickshaw,Bajaj,3,CNG,Bypass Road,Amravati,Maharashtra,State Highway,20.93469,77.760714,57,Rainy,Lane 1,Active
V20251107009422,D00293,VEH004372,LOC00294,C034,2025-11-07,18:30:19,Signal Jumping,600,Medium,No,44,Male,Permanent,0,Bike,Royal Enfield,0,Electric,IT Park Area,Kanpur,Uttar Pradesh,Local Street,26.435752,80.335419,15,Clear,Lane 2,Dispatched
V20241103009423,D01879,VEH001452,LOC02088,C039,2024-11-03,20:53:45,Dangerous Driving,1600,High,No,21,Male,Permanent,0,Scooter,Bajaj,0,Petrol,Railway Crossing,Bhopal,Madhya Pradesh,Local Street,23.26884,77.405261,23,Clear,Shoulder,Notified
V20250928009424,D00103,VEH002681,LOC02835,C103,2025-09-28,16:43:52,No Seatbelt,700,Low,No,27,Male,Learner,2,Bike,TVS,6,Petrol,Railway Crossing,Panipat,Haryana,City Road,29.396859,76.953102,44,Rainy,Lane 2,Active
V20240318009425,D04222,VEH000691,LOC02563,C019,2024-03-18,07:03:32,No Helmet,900,Medium,No,64,Male,No License,0,Bike,Honda,18,Petrol,Bus Stand Area,Madurai,Tamil Nadu,Local Street,9.938275,78.11325,16,Clear,Lane 3,Active
V20250124009426,D01017,VEH004134,LOC02307,C015,2025-01-24,12:52:33,Wrong Parking,400,Low,No,24,Male,Permanent,1,Car,Honda,18,Petrol,Charminar,Hyderabad,Telangana,National Highway,17.377876,78.479112,73,Cloudy,Lane 2,Active
V20240406009427,D03037,VEH001632,LOC00698,C095,2024-04-06,11:07:02,Mobile Usage,1100,Medium,No,40,Male,No License,4,Truck,Mahindra,4,Diesel,Market Area,Jamshedpur,Jharkhand,City Road,22.790861,86.195211,42,Cloudy,Lane 1,Active
V20250815009428,D02173,VEH005949,LOC00125,C064,2025-08-15,18:38:01,Wrong Parking,200,Low,No,24,Male,Permanent,0,Bike,Bajaj,1,Petrol,Market Area,Dhule,Maharashtra,City Road,20.89208,74.770219,44,Cloudy,Lane 1,Active
V20251228009429,D02125,VEH006994,LOC00111,C011,2025-12-28,09:05:56,Overspeeding,1800,High,No,33,Female,Permanent,1,Bike,Royal Enfield,1,Electric,Highway Junction,Faridabad,Delhi NCR,National Highway,28.40952,77.331059,125,Clear,Lane 2,Notified
V20240628009430,D02576,VEH005112,LOC02838,C032,2024-06-28,18:41:58,Overspeeding,1300,Medium,No,23,Male,No License,2,Scooter,TVS,15,Petrol,City Center,Ajmer,Rajasthan,City Road,26.449778,74.631098,81,Cloudy,Lane 1,Active
V20250528009431,D02573,VEH006925,LOC00600,C040,2025-05-28,18:24:55,No License,3200,High,No,20,Male,No License,0,Scooter,Vespa,1,Petrol,Old City,Indore,Madhya Pradesh,Local Street,22.715719,75.849528,23,Clear,Lane 1,Active
V20240423009432,D00322,VEH007265,LOC02236,C076,2024-04-23,08:18:57,Signal Jumping,800,Medium,No,38,Female,Permanent,1,Truck,Eicher,5,Diesel,Old City,Gandhinagar,Gujarat,City Road,23.218961,72.639911,32,Foggy,Multiple Lanes,Dispatched
V20240206009433,D02015,VEH001504,LOC01075,C051,2024-02-06,06:38:15,Triple Riding,700,Medium,No,20,Male,No License,0,Scooter,Hero,4,Petrol,Highway Junction,Guwahati,Assam,City Road,26.133857,91.734599,50,Clear,Multiple Lanes,Dispatched
V20251021009434,D00145,VEH007319,LOC01357,C024,2025-10-21,08:31:24,Signal Jumping,900,Medium,No,27,Male,Permanent,7,Bike,Bajaj,0,Petrol,Bypass Road,Ahmedabad,Gujarat,State Highway,23.025723,72.586281,74,Stormy,Lane 1,Dispatched
V20251223009435,D00733,VEH004607,LOC02370,C063,2025-12-23,15:48:40,Mobile Usage,2000,High,No,34,Male,Permanent,0,Bike,Bajaj,1,Petrol,Clock Tower Area,Jalgaon,Maharashtra,National Highway,21.014818,75.572994,63,Clear,Multiple Lanes,Notified
