driver_surrogate_key,driver_key,driver_age,driver_gender,license_type,previous_violations,age_group,offender_type
3358,D01557,21,Female,Permanent,1,18-25,Repeat
3359,D02816,36,Male,Learner,0,36-45,First Time
3360,D00627,19,Male,Permanent,2,18-25,Repeat
3361,D04775,38,Male,Permanent,1,36-45,Repeat
3362,D02775,65,Male,Learner,0,56-65,First Time
3363,D04828,18,Male,Permanent,2,18-25,Repeat
3364,D03293,33,Male,Permanent,1,26-35,Repeat
3365,D02223,39,Male,Permanent,0,36-45,First Time
3366,D01204,23,Male,Permanent,0,18-25,First Time
3367,D02793,31,Male,Permanent,1,26-35,Repeat
3368,D02390,34,Male,Permanent,0,26-35,First Time
3369,D01907,27,Male,Permanent,1,26-35,Repeat
3370,D03452,18,Male,Permanent,1,18-25,Repeat
3371,D04220,22,Male,Permanent,0,18-25,First Time
3372,D00817,29,Male,Permanent,1,26-35,Repeat
3373,D04395,32,Female,Permanent,1,26-35,Repeat
3374,D04966,30,Male,Permanent,1,26-35,Repeat
3375,D01559,20,Male,Permanent,0,18-25,First Time
3376,D04535,30,Male,Permanent,5,26-35,Habitual
3377,D02430,20,Male,Permanent,0,18-25,First Time
3378,D00579,62,Male,Learner,0,56-65,First Time
3379,D04840,32,Male,Permanent,1,26-35,Repeat
3380,D03109,19,Male,Permanent,0,18-25,First Time
3381,D03513,21,Female,No License,6,18-25,Habitual
3382,D02888,42,Female,Permanent,0,36-45,First Time
3383,D02068,40,Male,Permanent,5,36-45,Habitual
3384,D04397,20,Male,Permanent,0,18-25,First Time
3385,D02481,19,Female,Learner,1,18-25,Repeat
3386,D03685,29,Male,Permanent,1,26-35,Repeat
3387,D03729,21,Male,Permanent,1,18-25,Repeat
3388,D01708,34,Male,Permanent,1,26-35,Repeat
3389,D03865,36,Male,Permanent,0,36-45,First Time
3390,D01847,49,Female,Permanent,1,46-55,Repeat
3391,D02402,23,Male,Permanent,0,18-25,First Time
3392,D01378,54,Male,International,1,46-55,Repeat
3393,D04511,39,Male,Permanent,0,36-45,First Time
3394,D03957,27,Male,Permanent,0,26-35,First Time
3395,D03237,20,Male,Permanent,0,18-25,First Time
3396,D02549,19,Male,Permanent,1,18-25,Repeat
3397,D03031,37,Male,No License,0,36-45,First Time
3398,D04000,42,Male,Permanent,0,36-45,First Time
3399,D01690,37,Female,Permanent,0,36-45,First Time
3400,D02198,20,Male,No License,4,18-25,Habitual
3401,D04202,37,Female,No License,0,36-45,First Time
3402,D04583,36,Male,Permanent,0,36-45,First Time
3403,D04627,53,Male,Learner,0,46-55,First Time
3404,D04375,38,Male,Permanent,0,36-45,First Time
3405,D04784,63,Male,Permanent,0,56-65,First Time
3406,D04145,40,Female,Learner,0,36-45,First Time
3407,D00422,20,Male,Permanent,0,18-25,First Time
3408,D00234,34,Male,No License,3,26-35,Habitual
3409,D01373,26,Female,Learner,2,26-35,Repeat
3410,D00716,31,Male,Learner,0,26-35,First Time
3411,D03723,18,Male,Permanent,6,18-25,Habitual
3412,D03561,27,Male,Permanent,1,26-35,Repeat
3413,D00410,48,Male,Learner,1,46-55,Repeat
3414,D00707,38,Male,Permanent,2,36-45,Repeat
3415,D03047,32,Male,Permanent,0,26-35,First Time
3416,D02550,31,Male,Permanent,0,26-35,First Time
3417,D03779,23,Male,Permanent,4,18-25,Habitual
3418,D02802,20,Male,Permanent,2,18-25,Repeat
3419,D04101,70,Female,Permanent,0,65+,First Time
3420,D00265,36,Male,Permanent,0,36-45,First Time
3421,D03682,42,Male,Permanent,0,36-45,First Time
3422,D01567,27,Male,Permanent,1,26-35,Repeat
3423,D00065,35,Male,Permanent,0,26-35,First Time
3424,D01677,19,Male,Learner,0,18-25,First Time
3425,D03945,23,Male,Permanent,0,18-25,First Time
3426,D04905,56,Male,Permanent,4,56-65,Habitual
3427,D03610,36,Male,Permanent,0,36-45,First Time
3428,D02939,45,Male,Learner,2,36-45,Repeat
3429,D03179,48,Male,Learner,0,46-55,First Time
3430,D01115,31,Male,Permanent,0,26-35,First Time
3431,D01365,25,Female,Learner,0,18-25,First Time
3432,D03677,65,Male,Permanent,0,56-65,First Time
3433,D01712,25,Female,Permanent,0,18-25,First Time
3434,D02052,40,Male,Permanent,0,36-45,First Time
3435,D04146,27,Male,Permanent,1,26-35,Repeat
3436,D04851,55,Male,Learner,1,46-55,Repeat
3437,D02881,20,Male,No License,0,18-25,First Time
3438,D03688,34,Male,International,0,26-35,First Time
3439,D01033,40,Male,Permanent,2,36-45,Repeat
3440,D04592,33,Male,Permanent,6,26-35,Habitual
3441,D01761,18,Female,Permanent,0,18-25,First Time
3442,D04256,32,Male,Permanent,0,26-35,First Time
3443,D00107,29,Female,Permanent,3,26-35,Habitual
3444,D01607,29,Male,Permanent,0,26-35,First Time
3445,D01649,47,Male,Permanent,0,46-55,First Time
3446,D02409,32,Female,Permanent,0,26-35,First Time
3447,D00057,26,Male,Learner,3,26-35,Habitual
3448,D04432,32,Male,Permanent,1,26-35,Repeat
3449,D03526,20,Female,Permanent,2,18-25,Repeat
3450,D01764,24,Male,Permanent,1,18-25,Repeat
3451,D03482,25,Female,Learner,1,18-25,Repeat
3452,D00799,25,Male,Permanent,0,18-25,First Time
3453,D00874,27,Male,No License,2,26-35,Repeat
3454,D03125,40,Male,Permanent,1,36-45,Repeat
3455,D01358,38,Male,Permanent,0,36-45,First Time
3456,D04126,22,Male,International,0,18-25,First Time
3457,D04053,31,Female,Permanent,0,26-35,First Time
3458,D01867,21,Male,Permanent,1,18-25,Repeat
3459,D04185,38,Male,Permanent,1,36-45,Repeat
3460,D02291,48,Male,Permanent,1,46-55,Repeat
3461,D01347,32,Female,Permanent,5,26-35,Habitual
3462,D02985,34,Male,Permanent,0,26-35,First Time
3463,D04045,20,Male,No License,1,18-25,Repeat
3464,D00827,34,Female,Permanent,1,26-35,Repeat
3465,D04779,20,Female,Permanent,1,18-25,Repeat
3466,D00781,25,Male,Permanent,7,18-25,Habitual
3467,D01856,42,Male,Permanent,0,36-45,First Time
3468,D00995,33,Male,Permanent,2,26-35,Repeat
3469,D00297,25,Male,Permanent,0,18-25,First Time
3470,D00706,28,Male,Learner,1,26-35,Repeat
3471,D00978,20,Male,Permanent,0,18-25,First Time
3472,D01636,50,Male,Permanent,0,46-55,First Time
3473,D04910,19,Female,Permanent,6,18-25,Habitual
3474,D03348,28,Female,Learner,2,26-35,Repeat
3475,D04227,39,Male,Permanent,4,36-45,Habitual
3476,D04805,56,Male,Permanent,1,56-65,Repeat
3477,D01794,30,Female,Permanent,1,26-35,Repeat
3478,D03972,23,Female,Permanent,0,18-25,First Time
3479,D00508,59,Male,Permanent,0,56-65,First Time
3480,D02918,19,Female,Permanent,0,18-25,First Time
3481,D01053,19,Male,Permanent,2,18-25,Repeat
3482,D01317,38,Male,Permanent,3,36-45,Habitual
3483,D02271,40,Male,International,2,36-45,Repeat
3484,D03093,33,Female,Permanent,0,26-35,First Time
3485,D02246,56,Female,No License,5,56-65,Habitual
3486,D04866,33,Male,Permanent,7,26-35,Habitual
3487,D01810,29,Male,Permanent,7,26-35,Habitual
3488,D02177,23,Male,No License,0,18-25,First Time
3489,D02803,30,Male,Permanent,4,26-35,Habitual
3490,D01554,36,Male,Permanent,2,36-45,Repeat
3491,D03706,18,Male,Learner,2,18-25,Repeat
3492,D01062,28,Male,Permanent,1,26-35,Repeat
3493,D04372,50,Male,International,1,46-55,Repeat
3494,D03305,26,Male,Permanent,1,26-35,Repeat
3495,D02229,46,Male,Permanent,2,46-55,Repeat
3496,D03235,27,Female,Permanent,0,26-35,First Time
3497,D04364,34,Female,Permanent,2,26-35,Repeat
3498,D02798,66,Male,Permanent,0,65+,First Time
3499,D03686,24,Male,No License,0,18-25,First Time
3500,D03585,25,Male,Permanent,1,18-25,Repeat
3501,D03895,20,Male,Permanent,2,18-25,Repeat
3502,D00506,39,Female,Permanent,1,36-45,Repeat
3503,D03693,22,Male,Permanent,0,18-25,First Time
3504,D03593,30,Male,Permanent,0,26-35,First Time
3505,D00151,41,Male,Permanent,0,36-45,First Time
3506,D02746,20,Male,Permanent,1,18-25,Repeat
3507,D00951,29,Male,Permanent,1,26-35,Repeat
3508,D02530,26,Male,No License,0,26-35,First Time
3509,D03746,35,Male,International,0,26-35,First Time
3510,D03186,36,Male,No License,1,36-45,Repeat
3511,D04624,38,Male,International,0,36-45,First Time
3512,D03683,25,Male,Permanent,4,18-25,Habitual
3513,D03170,19,Male,International,0,18-25,First Time
3514,D00097,34,Female,Permanent,1,26-35,Repeat
3515,D04684,27,Female,Permanent,0,26-35,First Time
3516,D02131,32,Female,Permanent,0,26-35,First Time
3517,D02758,27,Male,No License,0,26-35,First Time
3518,D01809,22,Male,Permanent,0,18-25,First Time
3519,D04405,28,Female,Permanent,6,26-35,Habitual
3520,D00369,31,Female,Permanent,2,26-35,Repeat
3521,D03655,34,Male,No License,0,26-35,First Time
3522,D00180,32,Male,Learner,0,26-35,First Time
3523,D00779,28,Female,Permanent,0,26-35,First Time
3524,D04295,35,Male,Permanent,6,26-35,Habitual
3525,D00467,32,Male,Learner,0,26-35,First Time
3526,D00424,47,Male,Permanent,1,46-55,Repeat
3527,D02493,24,Male,Permanent,0,18-25,First Time
3528,D04720,30,Female,Permanent,7,26-35,Habitual
3529,D03327,20,Male,Permanent,1,18-25,Repeat
3530,D04114,43,Male,International,0,36-45,First Time
3531,D03703,21,Male,No License,0,18-25,First Time
3532,D01883,55,Female,Permanent,0,46-55,First Time
3533,D03963,66,Male,Permanent,1,65+,Repeat
3534,D00430,19,Male,Permanent,0,18-25,First Time
3535,D04533,32,Male,Learner,1,26-35,Repeat
3536,D01575,31,Male,Permanent,0,26-35,First Time
3537,D01777,22,Male,Learner,2,18-25,Repeat
3538,D02133,20,Male,Permanent,7,18-25,Habitual
3539,D02732,27,Female,Permanent,1,26-35,Repeat
3540,D00257,38,Male,Permanent,2,36-45,Repeat
3541,D01605,18,Male,Learner,1,18-25,Repeat
3542,D00216,36,Female,Permanent,2,36-45,Repeat
3543,D00463,20,Male,Learner,1,18-25,Repeat
3544,D03069,36,Male,Permanent,7,36-45,Habitual
3545,D00315,49,Male,Permanent,6,46-55,Habitual
3546,D04896,34,Male,Permanent,1,26-35,Repeat
3547,D01664,24,Male,Permanent,0,18-25,First Time
3548,D04919,69,Male,Permanent,0,65+,First Time
3549,D04827,18,Male,Learner,1,18-25,Repeat
3550,D03634,69,Male,Permanent,0,65+,First Time
3551,D00032,34,Female,Permanent,0,26-35,First Time
3552,D00586,54,Male,Permanent,2,46-55,Repeat
3553,D00910,21,Female,Permanent,2,18-25,Repeat
3554,D04421,32,Female,Permanent,1,26-35,Repeat
3555,D02009,27,Male,Learner,1,26-35,Repeat
3556,D01760,23,Male,Permanent,4,18-25,Habitual
3557,D01807,26,Male,Permanent,1,26-35,Repeat
3558,D04900,20,Male,Learner,0,18-25,First Time
3559,D00133,21,Male,Permanent,2,18-25,Repeat
3560,D04026,19,Male,International,1,18-25,Repeat
3561,D02740,46,Male,No License,0,46-55,First Time
3562,D03783,28,Male,No License,1,26-35,Repeat
3563,D04464,69,Male,Permanent,0,65+,First Time
3564,D02149,51,Male,Permanent,0,46-55,First Time
3565,D00511,40,Female,Permanent,1,36-45,Repeat
3566,D02334,23,Male,Permanent,2,18-25,Repeat
3567,D02484,55,Female,Permanent,1,46-55,Repeat
3568,D02225,30,Female,Permanent,0,26-35,First Time
3569,D04621,33,Male,Permanent,1,26-35,Repeat
3570,D00328,30,Male,Permanent,0,26-35,First Time
3571,D03407,32,Male,Learner,0,26-35,First Time
3572,D01436,20,Female,Permanent,0,18-25,First Time
3573,D01308,22,Male,Learner,1,18-25,Repeat
3574,D01439,31,Male,Permanent,0,26-35,First Time
3575,D01574,35,Male,Permanent,2,26-35,Repeat
3576,D04565,24,Female,Permanent,0,18-25,First Time
3577,D00620,29,Female,Permanent,0,26-35,First Time
3578,D03812,31,Male,No License,0,26-35,First Time
3579,D03955,38,Female,Permanent,0,36-45,First Time
3580,D02977,48,Male,Permanent,1,46-55,Repeat
3581,D02665,52,Male,Permanent,0,46-55,First Time
3582,D03065,37,Male,Permanent,3,36-45,Habitual
3583,D02772,39,Male,Learner,0,36-45,First Time
3584,D03294,18,Male,Permanent,0,18-25,First Time
3585,D04465,52,Male,Permanent,5,46-55,Habitual
3586,D01731,28,Male,No License,7,26-35,Habitual
3587,D01059,22,Female,Permanent,0,18-25,First Time
3588,D04150,38,Male,Permanent,0,36-45,First Time
3589,D01901,22,Male,Permanent,0,18-25,First Time
3590,D02923,43,Male,Permanent,0,36-45,First Time
3591,D04260,44,Male,Learner,3,36-45,Habitual
3592,D00426,31,Female,Permanent,1,26-35,Repeat
3593,D04555,25,Male,Learner,0,18-25,First Time
3594,D00757,42,Female,Permanent,0,36-45,First Time
3595,D03535,38,Male,Permanent,0,36-45,First Time
3596,D02348,32,Male,Permanent,1,26-35,Repeat
3597,D02457,20,Female,Permanent,2,18-25,Repeat
3598,D02931,32,Male,Permanent,5,26-35,Habitual
3599,D03601,40,Male,Permanent,0,36-45,First Time
3600,D01610,22,Male,Permanent,0,18-25,First Time
3601,D01619,42,Female,No License,0,36-45,First Time
3602,D04750,55,Male,Permanent,0,46-55,First Time
3603,D03605,32,Male,No License,0,26-35,First Time
3604,D02168,43,Male,Permanent,2,36-45,Repeat
3605,D02965,33,Female,Permanent,5,26-35,Habitual
3606,D00571,39,Male,Permanent,2,36-45,Repeat
3607,D04932,55,Male,International,0,46-55,First Time
3608,D00244,65,Male,Permanent,0,56-65,First Time
3609,D00858,55,Female,Permanent,0,46-55,First Time
3610,D04099,50,Female,Learner,0,46-55,First Time
3611,D03050,26,Male,Permanent,0,26-35,First Time
3612,D03263,36,Female,Learner,2,36-45,Repeat
3613,D01736,37,Female,Permanent,0,36-45,First Time
3614,D04451,55,Male,Permanent,0,46-55,First Time
3615,D00673,30,Male,Permanent,0,26-35,First Time
3616,D04946,31,Male,Permanent,0,26-35,First Time
3617,D04037,55,Male,Permanent,0,46-55,First Time
3618,D01654,18,Female,Permanent,1,18-25,Repeat
3619,D02202,31,Male,Learner,3,26-35,Habitual
3620,D02045,31,Male,International,2,26-35,Repeat
3621,D00577,39,Male,Permanent,0,36-45,First Time
3622,D02567,35,Female,No License,2,26-35,Repeat
3623,D01951,26,Male,International,0,26-35,First Time
3624,D04381,23,Female,No License,0,18-25,First Time
3625,D02696,36,Male,Permanent,0,36-45,First Time
3626,D04789,39,Male,Permanent,1,36-45,Repeat
3627,D03321,59,Male,No License,1,56-65,Repeat
3628,D03129,44,Male,Permanent,2,36-45,Repeat
3629,D00751,32,Male,Permanent,1,26-35,Repeat
3630,D02135,20,Male,Permanent,0,18-25,First Time
3631,D03328,49,Male,Permanent,2,46-55,Repeat
3632,D02427,21,Male,Permanent,1,18-25,Repeat
3633,D02891,34,Male,Permanent,2,26-35,Repeat
3634,D03492,22,Male,Learner,1,18-25,Repeat
3635,D02393,32,Male,Permanent,1,26-35,Repeat
3636,D02707,41,Male,Permanent,0,36-45,First Time
3637,D01010,39,Male,Permanent,1,36-45,Repeat
3638,D00226,39,Female,Permanent,0,36-45,First Time
3639,D00281,20,Male,Learner,0,18-25,First Time
3640,D02431,68,Male,No License,2,65+,Repeat
3641,D01142,18,Male,Permanent,0,18-25,First Time
3642,D01101,45,Female,Permanent,0,36-45,First Time
3643,D00150,43,Male,Learner,0,36-45,First Time
3644,D04468,53,Male,Permanent,1,46-55,Repeat
3645,D03460,39,Male,Permanent,0,36-45,First Time
3646,D04807,21,Male,Permanent,6,18-25,Habitual
3647,D03035,35,Male,Permanent,0,26-35,First Time
3648,D02703,32,Male,No License,0,26-35,First Time
3649,D04731,67,Male,Permanent,0,65+,First Time
3650,D01255,19,Male,Permanent,1,18-25,Repeat
3651,D04345,37,Male,Permanent,1,36-45,Repeat
3652,D03690,19,Male,Permanent,2,18-25,Repeat
3653,D03218,30,Male,Permanent,0,26-35,First Time
3654,D01442,29,Male,International,1,26-35,Repeat
3655,D03823,37,Male,Permanent,1,36-45,Repeat
3656,D00396,24,Female,No License,0,18-25,First Time
3657,D00034,20,Female,Learner,0,18-25,First Time
3658,D04778,21,Male,Permanent,0,18-25,First Time
3659,D03256,19,Male,Permanent,0,18-25,First Time
3660,D04178,38,Male,Permanent,2,36-45,Repeat
3661,D01863,34,Male,Permanent,0,26-35,First Time
3662,D00045,34,Male,Permanent,1,26-35,Repeat
3663,D01387,52,Male,Permanent,0,46-55,First Time
3664,D04514,31,Male,Permanent,0,26-35,First Time
3665,D01473,22,Female,Learner,2,18-25,Repeat
3666,D04264,21,Male,Permanent,6,18-25,Habitual
3667,D02980,24,Female,Permanent,0,18-25,First Time
3668,D04698,27,Female,Learner,0,26-35,First Time
3669,D00863,30,Female,Learner,0,26-35,First Time
3670,D01738,36,Male,Permanent,2,36-45,Repeat
3671,D00654,19,Male,Permanent,1,18-25,Repeat
3672,D00955,46,Male,Permanent,0,46-55,First Time
3673,D03222,45,Female,Permanent,4,36-45,Habitual
3674,D04568,30,Male,Permanent,2,26-35,Repeat
3675,D01943,43,Female,Permanent,1,36-45,Repeat
3676,D00014,35,Male,Learner,0,26-35,First Time
3677,D02180,28,Male,Learner,1,26-35,Repeat
3678,D01408,61,Male,Learner,0,56-65,First Time
3679,D01963,29,Male,Permanent,1,26-35,Repeat
3680,D04332,40,Female,Learner,1,36-45,Repeat
3681,D03331,33,Male,Permanent,0,26-35,First Time
3682,D00555,52,Male,Learner,3,46-55,Habitual
3683,D02148,20,Female,No License,2,18-25,Repeat
3684,D02279,32,Male,Permanent,1,26-35,Repeat
3685,D01851,62,Male,Permanent,0,56-65,First Time
3686,D04497,51,Male,Permanent,2,46-55,Repeat
3687,D00025,55,Male,Permanent,2,46-55,Repeat
3688,D02588,40,Male,Permanent,1,36-45,Repeat
3689,D04929,67,Male,Permanent,0,65+,First Time
3690,D00498,59,Female,Permanent,0,56-65,First Time
3691,D00451,21,Female,Learner,6,18-25,Habitual
3692,D04787,39,Female,No License,7,36-45,Habitual
3693,D02352,46,Male,Permanent,0,46-55,First Time
3694,D00815,51,Male,Permanent,0,46-55,First Time
3695,D04706,29,Male,Permanent,1,26-35,Repeat
3696,D01948,40,Male,Permanent,0,36-45,First Time
3697,D04125,32,Male,Permanent,0,26-35,First Time
3698,D03194,37,Male,Permanent,0,36-45,First Time
3699,D01589,36,Male,Permanent,0,36-45,First Time
3700,D01241,30,Male,Permanent,6,26-35,Habitual
3701,D04018,30,Male,Permanent,0,26-35,First Time
3702,D00205,18,Male,Permanent,0,18-25,First Time
3703,D02585,35,Male,Permanent,1,26-35,Repeat
3704,D01710,38,Male,International,1,36-45,Repeat
3705,D02647,46,Male,Permanent,0,46-55,First Time
3706,D00159,35,Male,Learner,0,26-35,First Time
3707,D00576,62,Male,Learner,0,56-65,First Time
3708,D04588,36,Male,International,0,36-45,First Time
3709,D02546,46,Male,Permanent,0,46-55,First Time
3710,D01896,30,Male,Permanent,1,26-35,Repeat
3711,D01284,30,Male,International,0,26-35,First Time
3712,D03272,32,Male,Permanent,2,26-35,Repeat
3713,D01874,38,Male,Permanent,4,36-45,Habitual
3714,D03775,23,Male,Permanent,3,18-25,Habitual
3715,D03116,66,Male,No License,2,65+,Repeat
3716,D01641,41,Male,Permanent,0,36-45,First Time
3717,D01923,35,Male,Learner,0,26-35,First Time
3718,D03388,30,Female,Permanent,0,26-35,First Time
3719,D04829,39,Male,Permanent,2,36-45,Repeat
3720,D04327,33,Male,Permanent,4,26-35,Habitual
3721,D01163,22,Male,No License,4,18-25,Habitual
3722,D00708,37,Male,No License,0,36-45,First Time
3723,D01035,39,Male,No License,0,36-45,First Time
3724,D02422,31,Male,Permanent,1,26-35,Repeat
3725,D00614,21,Male,No License,0,18-25,First Time
3726,D03509,25,Male,Learner,0,18-25,First Time
3727,D01514,34,Female,Permanent,1,26-35,Repeat
3728,D02789,26,Male,No License,2,26-35,Repeat
3729,D02596,18,Male,Permanent,0,18-25,First Time
3730,D03920,23,Male,No License,0,18-25,First Time
3731,D01315,27,Male,Permanent,0,26-35,First Time
3732,D03463,59,Male,Permanent,1,56-65,Repeat
3733,D00685,30,Male,No License,2,26-35,Repeat
3734,D04257,37,Male,Permanent,0,36-45,First Time
3735,D04649,20,Male,Permanent,0,18-25,First Time
3736,D04153,35,Female,Learner,0,26-35,First Time
3737,D02697,35,Male,No License,2,26-35,Repeat
3738,D04166,36,Female,Permanent,0,36-45,First Time
3739,D02156,40,Male,No License,1,36-45,Repeat
3740,D04277,30,Male,Learner,1,26-35,Repeat
3741,D02441,19,Female,Permanent,1,18-25,Repeat
3742,D00898,49,Male,International,2,46-55,Repeat
3743,D03090,40,Female,Permanent,2,36-45,Repeat
3744,D01320,23,Male,Permanent,0,18-25,First Time
3745,D04635,42,Male,Permanent,1,36-45,Repeat
3746,D03652,53,Female,Permanent,1,46-55,Repeat
3747,D03091,25,Male,Permanent,1,18-25,Repeat
3748,D03013,32,Female,Permanent,0,26-35,First Time
3749,D00262,21,Male,Permanent,0,18-25,First Time
3750,D04978,57,Male,International,0,56-65,First Time
3751,D00633,30,Female,Permanent,0,26-35,First Time
3752,D02128,37,Male,Permanent,5,36-45,Habitual
3753,D03968,39,Female,Permanent,0,36-45,First Time
3754,D04322,28,Male,Learner,0,26-35,First Time
3755,D01005,25,Male,International,0,18-25,First Time
3756,D02992,39,Male,Permanent,0,36-45,First Time
3757,D00727,18,Male,International,1,18-25,Repeat
3758,D01173,24,Male,No License,1,18-25,Repeat
3759,D01067,30,Female,Permanent,2,26-35,Repeat
3760,D01681,48,Male,Permanent,0,46-55,First Time
3761,D00233,29,Male,Learner,2,26-35,Repeat
3762,D04071,29,Female,Permanent,0,26-35,First Time
3763,D00877,54,Male,Permanent,0,46-55,First Time
3764,D01941,24,Male,Permanent,0,18-25,First Time
3765,D00856,55,Male,Permanent,0,46-55,First Time
3766,D02466,36,Male,Permanent,0,36-45,First Time
3767,D03077,24,Male,No License,0,18-25,First Time
3768,D01350,45,Male,Permanent,0,36-45,First Time
3769,D02850,62,Female,Permanent,1,56-65,Repeat
3770,D02354,30,Female,Permanent,0,26-35,First Time
3771,D01763,51,Male,No License,1,46-55,Repeat
3772,D02267,45,Male,Permanent,1,36-45,Repeat
3773,D00356,56,Male,Permanent,0,56-65,First Time
3774,D03221,30,Male,Permanent,1,26-35,Repeat
3775,D00565,19,Male,Learner,0,18-25,First Time
3776,D01008,46,Male,Permanent,0,46-55,First Time
3777,D04753,65,Male,Permanent,0,56-65,First Time
3778,D02616,38,Male,Permanent,0,36-45,First Time
3779,D02934,26,Male,Learner,0,26-35,First Time
3780,D00116,51,Male,Learner,1,46-55,Repeat
3781,D01633,26,Male,Permanent,1,26-35,Repeat
3782,D03025,27,Male,Permanent,1,26-35,Repeat
3783,D00756,30,Male,Learner,2,26-35,Repeat
3784,D02494,28,Male,No License,0,26-35,First Time
3785,D00829,69,Male,Learner,0,65+,First Time
3786,D01826,19,Male,Permanent,2,18-25,Repeat
3787,D02747,37,Male,Permanent,1,36-45,Repeat
3788,D03098,26,Female,International,0,26-35,First Time
3789,D02239,43,Male,Permanent,0,36-45,First Time
3790,D02560,25,Male,Permanent,6,18-25,Habitual
3791,D03426,29,Male,Permanent,0,26-35,First Time
3792,D00748,30,Male,Permanent,4,26-35,Habitual
3793,D03640,31,Male,Permanent,0,26-35,First Time
3794,D02820,22,Male,No License,1,18-25,Repeat
3795,D00762,63,Male,International,1,56-65,Repeat
3796,D00401,30,Male,Permanent,1,26-35,Repeat
3797,D01188,32,Male,Learner,4,26-35,Habitual
3798,D00408,18,Male,Permanent,0,18-25,First Time
3799,D01414,47,Male,No License,7,46-55,Habitual
3800,D02203,20,Male,Learner,2,18-25,Repeat
3801,D00692,24,Female,Permanent,1,18-25,Repeat
3802,D00741,25,Male,No License,0,18-25,First Time
3803,D04645,35,Male,Permanent,0,26-35,First Time
3804,D03719,21,Male,Permanent,0,18-25,First Time
3805,D02426,24,Male,Permanent,1,18-25,Repeat
3806,D02986,32,Male,Permanent,2,26-35,Repeat
3807,D03861,33,Male,No License,0,26-35,First Time
3808,D02243,22,Male,Permanent,2,18-25,Repeat
3809,D00657,65,Male,Permanent,0,56-65,First Time
3810,D00689,38,Male,Permanent,0,36-45,First Time
3811,D04710,31,Male,International,2,26-35,Repeat
3812,D01195,22,Male,Learner,0,18-25,First Time
3813,D01515,26,Male,Learner,2,26-35,Repeat
3814,D01868,33,Female,Learner,0,26-35,First Time
3815,D01561,26,Female,Learner,0,26-35,First Time
3816,D01249,22,Male,Permanent,2,18-25,Repeat
3817,D04711,19,Female,Permanent,0,18-25,First Time
3818,D01924,23,Male,Permanent,0,18-25,First Time
3819,D01603,29,Male,Learner,0,26-35,First Time
3820,D03522,27,Male,Learner,1,26-35,Repeat
3821,D02664,32,Male,Permanent,0,26-35,First Time
3822,D02997,38,Male,Learner,0,36-45,First Time
3823,D00480,27,Male,Permanent,0,26-35,First Time
3824,D04556,62,Male,No License,1,56-65,Repeat
3825,D03211,20,Male,No License,0,18-25,First Time
3826,D03246,25,Male,Permanent,1,18-25,Repeat
3827,D02317,24,Male,No License,0,18-25,First Time
3828,D04157,23,Male,No License,0,18-25,First Time
3829,D03210,25,Male,Permanent,2,18-25,Repeat
3830,D04014,18,Male,Learner,0,18-25,First Time
3831,D00719,39,Male,Permanent,2,36-45,Repeat
3832,D02290,18,Male,Permanent,1,18-25,Repeat
3833,D02637,19,Male,No License,1,18-25,Repeat
3834,D00982,40,Female,Permanent,0,36-45,First Time
3835,D01135,38,Male,International,0,36-45,First Time
3836,D01430,29,Male,Learner,6,26-35,Habitual
3837,D04141,38,Male,Learner,1,36-45,Repeat
3838,D02978,20,Female,Permanent,1,18-25,Repeat
3839,D03715,40,Male,Permanent,0,36-45,First Time
3840,D01995,50,Female,Permanent,1,46-55,Repeat
3841,D00398,28,Female,Permanent,2,26-35,Repeat
3842,D04262,36,Male,Permanent,1,36-45,Repeat
3843,D04856,23,Male,No License,0,18-25,First Time
3844,D03274,26,Male,No License,0,26-35,First Time
3845,D01639,29,Male,Permanent,2,26-35,Repeat
3846,D03815,34,Male,Learner,2,26-35,Repeat
3847,D02253,24,Male,Permanent,0,18-25,First Time
3848,D01682,45,Female,Permanent,2,36-45,Repeat
3849,D01207,58,Male,Learner,1,56-65,Repeat
3850,D04062,33,Male,No License,2,26-35,Repeat
3851,D04693,33,Male,Permanent,0,26-35,First Time
3852,D01571,36,Male,Permanent,0,36-45,First Time
3853,D02529,35,Male,Learner,0,26-35,First Time
3854,D00351,54,Male,Learner,0,46-55,First Time
3855,D00452,39,Female,Learner,0,36-45,First Time
3856,D03714,28,Male,Permanent,0,26-35,First Time
3857,D04893,61,Male,Learner,1,56-65,Repeat
3858,D03454,28,Female,Learner,1,26-35,Repeat
3859,D02969,36,Male,Learner,2,36-45,Repeat
3860,D04931,20,Male,Learner,0,18-25,First Time
3861,D04065,33,Male,No License,0,26-35,First Time
3862,D04688,18,Male,Learner,0,18-25,First Time
3863,D04908,48,Male,No License,1,46-55,Repeat
3864,D04715,22,Male,Permanent,1,18-25,Repeat
3865,D00650,32,Female,Permanent,0,26-35,First Time
3866,D03081,37,Male,International,0,36-45,First Time
3867,D01223,32,Male,Permanent,1,26-35,Repeat
3868,D02265,67,Male,Permanent,0,65+,First Time
3869,D00274,41,Male,Permanent,2,36-45,Repeat
3870,D03615,63,Female,Permanent,1,56-65,Repeat
3871,D04507,46,Male,Permanent,0,46-55,First Time
3872,D00785,22,Female,No License,1,18-25,Repeat
3873,D00617,40,Male,Permanent,0,36-45,First Time
3874,D01595,39,Male,Permanent,1,36-45,Repeat
3875,D00522,21,Male,Learner,6,18-25,Habitual
